_id,ltable_id,rtable_id,ltable_Unnamed: 0,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
4414610,5955,557,5955,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,"
    Most of the habitat has been converted into plantations, resulting in the species becoming localised. The timber is harvested mainly for plywood.

    
  ",['\n    It forms one of the dominant components of the canopy in the protected area at Sinharaja.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",1,Shorea trapezifolia,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
12504027,6242,1579,6242,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,,['\n    Some subpopulations also occur in forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd+2cd

    ",2,Shorea bullata,yes,1579,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
4410420,1765,557,1765,,Shorea,Dipterocarpaceae,,Malaysia (Peninsular Malaysia); ,,,,"
    Endangered


    A1cd

    ",1,Shorea submontana,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
4415009,6354,557,6354,,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Peninsular Malaysia); Thailand; ,,,,"
    Critically Endangered


    A1cd

    ",2,Shorea sumatrana,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
3856685,2080,487,2080,"commoner lignum vitae, guaiac tree",Guaiacum,Zygophyllaceae,Terrestrial,"Thailand; Anguilla; Antigua and Barbuda; Bahamas; Barbados; Bonaire, Sint Eustatius and Saba (Saba, Sint Eustatius); Colombia; Cuba; CuraÃ§ao; Dominica; Dominican Republic; Grenada; Guadeloupe; Haiti; Jamaica; Martinique; Montserrat; Puerto Rico; Saint BarthÃ©lemy; Saint Martin (French part); Saint Vincent and the Grenadines; Sint Maarten (Dutch part); Turks and Caicos Islands; Venezuela, Bolivarian Republic of; Virgin Islands, British; Virgin Islands, U.S.; ","
    The timber and medicinal resin have been traded for several centuries as lignum-vitae and overexploitation has taken place throughout the species' range.

    
  ","['\n    The species is listed in Appendix II of ', <a href=""http://www.cites.org/"">CITES</a>, '.\n\n    \n  ']",,"
    Endangered


    C2a

    ",26,Guaiacum officinale,yes,487,Guaiacum sanctum,holywood lignum vitae ,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Zygophyllaceae,Guaiacum ,Height: up to 10 m (3) (4),The main threat the holywood lignum vitae faces is over harvesting. The tree is sought after for both its high quality timber and medicinal resin which are of commercial value and have been traded for several centuries (1) (4) This has led to intense logging making it extremely rare across its entire range (1) and close to local extinction in 11 countries (8). The holywood lignum vitae was previously found in El Salvador but has now gone regionally extinct there (1) (4). Regeneration of the holywood lignum vitae is being encouraged but due to the slow growth rate of this species progress is slow (1).,The holywood lignum vitae is included on the convention on the Convention on International Trade in Endangered Species (CITES) Appendix II regulates its international trade (2). There has been recent consideration of it being re-categorised to CITES Appendix I making international trade of wild trees illegal (4). This species is also found in some protected areas. For example in Mexico the holywood lignum vitae is protected at ten sites with the majority of the area protected being located in the Calakmul region in Campeche (8). ,loss; ,cites;protected; ,1,2.0,yes,0
10289267,7682,1299,7682,la gomera giant lizard,Gallotia,Lacertidae,Terrestrial,Spain; ,"
    The main threats to this species are predation by feral cats, and rock falls within its restricted range. The species historically declined through overgrazing, hunting, and predation by feral cats and rats.

    
  ","['\n    It is present in the Parque Rural de Valle Gran Rey. The species is protected by international legislation. A captive breeding programme has been established on La Gomera, and a species recovery plan is in place. There is a need to control cat populations in the vicinity of the remaining animals. Further surveys are needed on La Gomera within other isolated areas to determine if any more remnant populations of this species persist. The implementation of education programmes for local people has been recommended.\n\n    \n  ']",Increasing,"
    Critically Endangered


    D

    ",1,Gallotia bravoana,yes,1299,Gallotia auaritae,la palma giant lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia ,Snout-vent length: up to 44 cm (2),The decline in the La Palma giant lizard population is believed to be mainly due to the arrival of humans to the Canary Islands (1) (2). As well as using this species as a source of food humans also introduced other predators of the La Palma giant lizard including cats and dogs (1) (2).,The La Palma giant lizard is believed to be potentially extinct with a sighting of this species in 2007 remaining unconfirmed (5) (6). If this species does still survive the remaining population is likely to be extremely small totalling less than 50 mature individuals. It is not known if this species occurs in any protected areas (1). ,loss;pet; ,protected; ,2,1.0,yes,0
12412235,1515,1568,1515,"andes smooth frog, lake junin frog, marbled water frog",Telmatobius,Telmatobiidae,Freshwater,Peru; ,"
    The species is threatened by introduction of trout into lakes in the high Andes, by uncontrolled exploitation as a food source, and potentially through the loss of habitat quality due to water pollution.

    
  ","['\n    Based on its known habitat preferences and distribution, this species occurs in the Reserva Nacional de Junin and may also occur in the Santuario Nacional Huayllay and the Santuario Historico Chacamarca. Measures are urgently required to control and manage the offtake of this species from the wild.\n\n    \n  ']",Decreasing,"
    Endangered


    A2cde

    ",1,Telmatobius macrostomus,yes,1568,Telmatobius espadai,water frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Telmatobius ,Length: 5 cm (2),<em>Telmatobius espadai </em>is now an extremely rare species; a population census undertaken in 1998 found just one tadpole. This tadpole showed symptoms of chytridiomycosis a disease that causes death in frogs and is thought to contribute to declines and even extinctions in frog species around the world (1) (6). There are also significant concerns over the possible effects of a road situated very near to one of the locations where the frog has been located (1). In addition various species of water frog are sometimes consumed as part of drink with supposed aphrodisiac qualities and this may also have contributed to the decline of this species (7).,Despite <em>Telmatobius espadai </em>being classified as Critically Endangered by the IUCN Red List there are presently no known conservation methods in place for this species and no current information on its status. The Rio Apaza population is located on the edges of the Carrasco National Park and if it persists it will hopefully benefit from this proximity (1) (3). ,disease; , ,1,0.0,yes,0
7692969,7504,971,7504,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    Severe habitat destruction is taking place primarily due to logging (charcoal collection) by local people and slash-and-burn agriculture.

    
  ","['\n    This species is known only from the Parc National Macaya, but there is no management of this area for conservation, and the habitat continues to be destroyed. Urgent site-based action is required in the Massif de la Hotte to conserve the remaining habitat in the area. Survey work is also necessary to determine the current population status of this species.\n\n    \n  ']",Unknown,"
    Critically Endangered


    A3c; B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus thorectes,yes,971,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range Wightmanâ??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4). ,Despite not being the target of any known conservation measures Wightmanâ??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,2,1.0,yes,0
6186034,4419,781,4419,,Bolitoglossa,Plethodontidae,Terrestrial,Costa Rica; Panama; ,"
    The major threat is destruction of natural forests due to expanding agriculture, logging, and human settlements.

    
  ",['\n    It occurs in Parque Internacional La Amistad on the Costa Rica-Panama border.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",2,Bolitoglossa minutula,yes,781,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvinâ??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvinâ??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,4,1.0,yes,0
9517011,3181,1202,3181,,Bulimulus,Orthalicidae,Terrestrial,Ecuador (GalÃ¡pagos); ,"
    Habitat alteration and/or destruction by human activities (mostly farming) and introduced species.

    
  ",['\n    Further surveys are required to determine subpopulation sizes and range.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)

    ",1,Bulimulus cucullinus,yes,1202,Bulimulus ochsneri,galapagos land snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus ,,Since its colonisation in 1920 the human population on Santa Cruz has multiplied dramatically leading to the decline of suitable habitat for land snails as farming and road and house construction grew (1) (2). In addition habitat alteration and introduced species of plants and animals are also thought to have had a negative impact (1) (3).,There are currently no conservation measures targeting this species. , , ,0,0.0,yes,0
7278071,4186,919,4186,yellow mottled coqui,Eleutherodactylus,Eleutherodactylidae,Terrestrial,"Virgin Islands, U.S.; ","
    The major threat is habitat loss due to agriculture (involving both crops and livestock) and infrastructure development for tourism and human settlement.

    
  ","['\n    Almost the whole island of St. John is protected as the Virgin Islands National Park, but there is a need for improved habitat protection on St. Thomas and St. Croix.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus lentus,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsâ?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
12418247,7527,1568,7527,,Telmatobius,Telmatobiidae,Terrestrial; Freshwater,Chile (Antofagasta); ,"
    Abstraction of surface water for domestic and agricultural use is a threat because it would affect habitat quality and quantity.

    
  ",['\n    It does not occur in any protected area.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Telmatobius philippii,yes,1568,Telmatobius espadai,water frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Telmatobius ,Length: 5 cm (2),<em>Telmatobius espadai </em>is now an extremely rare species; a population census undertaken in 1998 found just one tadpole. This tadpole showed symptoms of chytridiomycosis a disease that causes death in frogs and is thought to contribute to declines and even extinctions in frog species around the world (1) (6). There are also significant concerns over the possible effects of a road situated very near to one of the locations where the frog has been located (1). In addition various species of water frog are sometimes consumed as part of drink with supposed aphrodisiac qualities and this may also have contributed to the decline of this species (7).,Despite <em>Telmatobius espadai </em>being classified as Critically Endangered by the IUCN Red List there are presently no known conservation methods in place for this species and no current information on its status. The Rio Apaza population is located on the edges of the Carrasco National Park and if it persists it will hopefully benefit from this proximity (1) (3). ,disease; , ,1,0.0,yes,0
11687244,4704,1476,4704,,Crotalus,Viperidae,Terrestrial,Mexico; ,"
    Habitat loss for agriculture and human settlement is the main threat, although it is not known how serious this is to the population.

    
  ",['\n    It occurs within Colima Volcano protected area.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)

    ",1,Crotalus pusillus,yes,1476,Crotalus catalinensis,santa catalina island rattlesnake ,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus ,Snout-vent length: 68 cm (2),Once thought to be a common species the Santa Catalina Island rattlensnake has suffered declines primarily due to the killing and illegal collection of individuals; unfortunately its reported passive behaviour makes it an easy target (1).  On Santa Catalina Island â??pit fallâ?? traps have been found and people have been seen collecting reptiles in bags.  In addition predation by feral cats and a decline in the Santa Catalina Island rattlesnakeâ??s main prey the deer mouse may pose a threat to this now Critically Endangered species (1).,There are currently no conservation plans in place for this highly threatened reptile.  Like many other snakes this species may receive less conservation attention than it deserves due to long-standing and fairly widespread negative attitudes towards snakes (4).  The implementation of a program to control the population of feral cats on the island has been suggested as a measure to help secure the survival of this rare and fascinating snake (1). , , ,0,0.0,yes,0
11336777,2497,1432,2497,,Rondeletia,Rubiaceae,Terrestrial,Jamaica; ,,,,"
    Endangered


    B1+2c

    ",1,Rondeletia clarendonensis,yes,1432,Rondeletia buxifolia,pribby ,Plantae,Tracheophyta,Equisetopsida,Gentianales,Rubiaceae,Rondeletia ,,Between 1995 and 1997 an active volcano erupted on Montserrat resulting in widespread devastation of the islandâ??s natural landscape. Hot ash gases and rocks destroyed trees blocked rivers and caused flash floods destroying much vegetation (4) (5). Prior to this event the pribby was known only from herbarium specimens collected in 1979. However surveys on Montserrat in 2006 rediscovered the pribby but found it to be rare with a total distribution of just 17 square kilometres. Furthermore most of its populations were found to be situated outside of the islandâ??s one protected forest area (2) (3). ,With over 800 native plant species Montserrat is one of the richest of all the UK Overseas Territories in terms of its plant diversity. The UK Overseas Territories team at the Royal Botanic Gardens Kew has been involved in conservation projects in Montserrat since 1998. Once such project entitled 'Enabling the people of Montserrat to conserve the Centre Hills' collected specimens and habitat information and assessed the plant diversity of an area relatively undamaged by volcanic eruptions. An additional project focused more closely on the islands two <strong>endemic</strong> species; the pribby and the Montserrat orchid (<em>Epidendrum montserratense</em>) (4) (5). After this survey rediscovered several populations of the pribby the Botanic Garden in Montserrat planted a demonstration hedge of this species to assess its potential as a native hedging plant for use instead of introduced species. In addition it has recently flowered in Kew's nursery glasshouses which is the first time its flowers have been seen outside Montserrat (2). ,loss;invasive; , ,2,0.0,yes,0
2111631,6241,266,6241,red balau,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Kalimantan, Sumatera); ",,,,"
    Critically Endangered


    A1cd

    ",1,Shorea balangeran,yes,266,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes,0
2264351,661,286,661,decarys leaf chameleon,Brookesia,Chamaeleonidae,Terrestrial,Madagascar; ,"
    The major threats to the species include bush fires, cattle grazing, and deforestation for charcoal collection (Ramanamanjato and Rabibisoa 2002). Fire is widespread within the park boundary (R. Jenkins pers. comm. June 2011).

    
  ","['\n', <p>This species is protected under Malagasy law but collection from the wild is permitted with authorization.Â Collection from within Parc National d'Ankarafantsika is prohibited. The species' distribution within Ankarafantsika is uncertain, and more information is needed to establish this species' extent of occurrence, area of occupancy and population status. The reserve itself should be managed to limit the encroachment of human activities that may threaten this chameleon.<br/></p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Brookesia decaryi,yes,286,Brookesia exarmata,dwarf chameleon ,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia ,0.5 g (2),There are few threats to the dwarf chameleon. There is very low commercial demand for this tiny chameleon and currently no legal export quota for this species exists<em>. </em>However the continued degradation of the dry forest in and around Tsingy de Bemaraha National Park is cause for concern because even small changes to forest structure might have a negative impact on this species (5).,The dwarf chameleon occurs in the Tsingy de Bemaraha National Park and probably also the Bemaraha Strict Nature Reserve (6) (7). Protected areas provide this species with some protection but do not completely eliminate the threats of illegal harvesting and habitat degradation as a result of fires cattle damage and timber exploitation (5) (7). The dwarf chameleon is also listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that trade in this species should be carefully controlled in order to be compatible with their survival (1).  , ,cites;protected; ,0,2.0,yes,0
8886544,5914,1122,5914,,Ilex,Aquifoliaceae,Terrestrial,Honduras; ,,,,"
    Critically Endangered


    C2b

    ",1,Ilex williamsii,yes,1122,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cookâ??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cookâ??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cookâ??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the speciesâ?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,0,1.0,yes,0
11158346,6111,1409,6111,light red meranti,Shorea,Dipterocarpaceae,,"Malaysia (Sabah, Sarawak); ",,,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea sagittata,yes,1409,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
2736871,6196,345,6196,,Bulimulus,Orthalicidae,Terrestrial,Ecuador (GalÃ¡pagos); ,"
    Habitat alteration and/or destruction by human activities (mostly farming) and introduced species.

    
  ",,Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Bulimulus hirsutus,yes,345,Bulimulus nux,galapagos land snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus ,,Since their colonisation the Galapagos Islands have experienced a dramatic decline of suitable habitat for land snails as farming road and house construction and eventually tourism grew (1) (2) (3). Both San CristÃ³bal and Floreana have been badly affected and each now has more than five bulimulid species categorized as Critically Endangered or Endangered on the IUCN Red List as well as several previously recorded species that are now extinct (3). Grazing livestock (goats pigs) and invasive alien plants have also altered the snailâ??s habitat (3) and occasionally the islands have suffered from uncontrolled fires destroying habitat and snails alike (2). Additionally introduced predators such as black rats (<i>Rattus rattus</i>) and little fire ants (<i>Wasmania auropunctata</i>) have had a direct impact on land snail populations by feeding on them and destroying their eggs (2). Established populations of the invasive little fire ant are known to exist on San CristÃ³bal and Floreana (1).,There are currently no conservation measures targeting this species. ,invasive; , ,1,0.0,yes,0
4414901,6246,557,6246,,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    It is often cut for dark red meranti timber. The tree is slow-growing and directly threatened by logging because it cannot reach reproductive maturity within a cutting cycle.

    
  ",['\n    Subpopulations are recorded from some forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea flemmichii,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
2005373,2878,253,2878,,Dioon,Zamiaceae,Terrestrial,"Mexico (Sinaloa, Sonora); ","
    Plants have been collected for the production of an alcoholic beverage. A subpopulation has also been wiped out due to poaching. Climate change also seems to be affecting these plants. Large specimens have been found with dead stems due to water stress, but they are budding again at the base.

    
  ",['\n    This species is listed on Appendix II of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Endangered


    A2ce+4c; C1

    ",1,Dioon sonorense,yes,253,Dioon spinulosum,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Dioon ,Height: up to 16 m (2) (3)Trunk diameter: up to 40 cm (3)Leaf length: up to 2 m (2) (3),Already made vulnerable by its rather restricted distribution <i>Dioon spinulosum</i> is under threat from forest clearance as well as the removal of plants from the wild for landscaping and plant collections (2) (5) (7) with this cycad reported to be the most commonly grown <i>Dioon</i> species (3). The slow growth and reproductive rates typical of cycads may limit the ability of the <i>Dioon spinulosum</i> population to recover from any significant losses.,Cycads are of great conservation interest as they are an ancient group with considerable economic benefits to horticulture and the pharmaceutical industry as well as being important to soil health and fertility through nitrogen fixing (6). <i>Dioon spinulosum</i> receives some protection from international trade under its listing on Appendix II of the Convention on International Trade in Endangered Species (CITES) (4) although increasing numbers of <i>Dioon</i> cycads have been used in gardening and landscaping within Mexico (2). There have been some efforts to propagate this species in captivity such as at the Royal Botanic Gardens at Kew (5). A cycad action plan published by the IUCN Cycad Specialist Group recommends a range of conservation measures for cycad species including setting up reserves and sustainable nurseries undertaking censuses regularly updating the <strong>taxonomy</strong> and status of the worldâ??s cycads and identifying the specific conservation needs and the actions required to preserve this unique group of plants (7). ,loss; ,cites; ,1,1.0,yes,0
2107234,1844,266,1844,,Shorea,Dipterocarpaceae,Terrestrial,"India (Andhra Pradesh, Tamil Nadu); ","
    This species is threatened due to loss of habitat, human interference and unregulated harvesting of oleoresin for trade. The habitat is threatened with conversion to agriculture. Habitat loss continues due to forest degradation, agricultural expansion and construction of roads.

    
  ",['\n    A habitat maintenance program to limit human interference and regulated harvest are necessary to conserve the plant. The species is conserved in Talakona MPCA in Andhra Pradesh.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)

    ",1,Shorea tumbuggaia,yes,266,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,0,0.0,yes,0
12496196,6326,1578,6326,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Brunei Darussalam; Malaysia (Sabah, Sarawak); ",,,,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea revoluta,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
7402925,2400,935,2400,,Millettia,Leguminosae,Terrestrial,Madagascar; ,"
    The area is under threat from development, exploitation and mining, and the remaining forest is already highly fragmented.

    
  ",,,"
    Endangered


    B1+2abc

    ",1,Millettia taolanaroensis,yes,935,Millettia laurentii,wenge ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Millettia ,Height: 15 â?? 18 m (2),The major threat to <i>Millettia laurentii</i> is its overexploitation for its wood which is occurring throughout much of its range (1). There is currently very little regulation to prevent the expansion of the logging industry throughout the Congo Basin hence endangered trees such as <i>Millettia laurentii</i> are greatly at risk (1) (5).,Although the deforestation of the Congo Basin is extensive and ongoing numerous conservation organisations are working to preserve the regionâ??s forests (5) (6) (7). Hopefully their efforts should help to ensure the survival of this endangered tree. , , ,0,0.0,yes,0
11146317,1997,1408,1997,white meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Sumatera); Malaysia (Peninsular Malaysia); Singapore; ,"
    This tree is heavily exploited for white meranti timber, especially in Peninsular Malaysia.

    
  ",,,"
    Endangered


    A1cd+2cd

    ",3,Shorea bracteolata,yes,1408,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
