_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,rtable_block,label
5709485,2770,721,2770,,Nepenthes,Nepenthaceae,Terrestrial,Philippines; ,,"['\n', <em>N. truncata</em>, ' is currently listed on CITES Appendix II.\n\n    \n  ']",,"
    Endangered


    B1+2d

    ",1,Nepenthes truncata,yes,Nepenthes burbidgeae,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 15 m (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Indonesia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes burbidgeae</i> has a highly localised distribution making this species particularly susceptible to extinction throught habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes burbidgeae</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes burbidgeae</i> is found only on Mount Kinabalu which is situated within Kinabalu National Park.  This region‚??s protected status along with the inaccessibility of many areas offers this species some degree of protection particularly from collectors (2). It is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3).  However trade is very difficult to regulate as there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes burbidgeae</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and the establishment of habitat reserves (8). ,loss;environmental;environment; ,cites;protected; ,Critically Endangered,"['Mali', 'Chad', 'Niger', 'Mauritania']",4,3,yes,0
2111712,6322,266,6322,,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Maluku, Sulawesi); ",,,,"
    Critically Endangered


    A1cd

    ",1,Shorea montigena,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
6459702,1062,816,1062,eber gudgeon,Gobio,Cyprinidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    Pollution and water abstraction are the major threats in the area which have almost terminated fish life in the lakes.The species now occurs only in inflowing streams which are¬†partly¬†polluted and water is abstracted for many reasons. Furthermore, human population and economic development and climate change induced rainfall reduction makes the situation even more critical. Several small dams retain water in the streams and water retaining by dams is a problem in the downstream section of the streams.

    
  ","['\n    There is no conservation action in place for this species. Both lakes are a protected area, but the management plan (2008) focus is on birds. It is strongly recommended to develop a conservation\xa0strategy\xa0for this and other threatened freshwater species in the area.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)

    ",1,Gobio intermedius,yes,Gobio skadarensis,skadar gudgeon ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gobio ,Length: up to 9 cm (2),The Skadar gudgeon occupies only a relatively small area where it is under threat from water abstraction and drought which may potentially be exacerbated by climate change (1). Fortunately the Zeta stream is fed by a limestone water basin which means that it is unlikely to completely dry out (1).,Skadar Lake is a designated Ramsar site or Wetland of International Importance (6). However there are no specific conservation measures currently known to be in place for the Skadar gudgeon (1). As it is so poorly known this small fish may benefit from further research into its biology ecology and conservation status. , , ,Critically Endangered,['Brazil'],1,0,yes,0
8846926,5871,1117,5871,"cape cedar, clanwilliam cedar, clanwilliam cypress",Widdringtonia,Cupressaceae,Terrestrial,South Africa (Western Cape); ,"
    Historical exploitation for its valuable timber during the 19th centry led to a reduction of up to 95%. One consequence of this was the expansion of fynbos, a highly flammable vegetation formation. More frequent and more intense fires prevent regeneration; surviving trees are restricted to rocky ridges, ledges, and outcrops mostly beyond reach of the flames. Natural regeneration is also hampered as a result of granivory and herbivory by native rodents.

    
  ","['\n    Today the few remaining trees are protected from cutting for any purposes. Cultivation is now undertaken primarily with a view of population restoration and the species is consequently grown in local nurseries as well as in several botanic gardens. Attempts at replanting are continually being made with low rates of success (Mustart ', <em>et al</em>, '. 1995) and extensive ', <em>ex situ</em>, ' conservation efforts are\xa0under-way\xa0in South Africa, backed by smaller scale plantings elsewhere.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2acd

    ",1,Widdringtonia cedarbergensis,yes,Widdringtonia cedarbergensis,clanwilliam cedar ,Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Widdringtonia ,Height: up to 25 metres (3),At the time of European settlement of South Africa the Clanwilliam cedar became massively logged in order to produce furniture telegraph poles and other structures (8). Vast tracts of the ancient forest have been lost. Today high-intensity fires represent the biggest threat to survival and groves of dead sliver trees ravaged by fire stand out starkly against the landscape (6). In early 2002 large bush fires destroyed around 200 hectares of a cedar plantation (8).,Logging of the Clanwilliam cedar was banned at the turn of the 20th Century but under various pressures such as fire the population has not shown any signs of recovery (6). A concerted conservation programme to save this ancient giant is now in place and a 5252-hectare area has been set aside as a Cedar Reserve (6). Within the reserve fires are managed and controlled in order to prevent high-intensity summer fires from sweeping through the area. Seedlings are also grown in order to be replanted and thus help the struggling population to recover. It is hoped that focussing on such a charismatic species will also benefit other members of this unique South African habitat (6). , , ,Critically Endangered,['Indonesia'],1,0,yes,1
4410499,1844,557,1844,,Shorea,Dipterocarpaceae,Terrestrial,"India (Andhra Pradesh, Tamil Nadu); ","
    This species is threatened due to loss of habitat, human interference and unregulated harvesting of oleoresin for trade. The habitat is threatened with conversion to agriculture. Habitat loss continues due to forest degradation, agricultural expansion and construction of roads.

    
  ",['\n    A habitat maintenance program to limit human interference and regulated harvest are necessary to conserve the plant. The species is conserved in Talakona MPCA in Andhra Pradesh.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)

    ",1,Shorea tumbuggaia,yes,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,yes,0
2111635,6245,266,6245,,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sarawak); ,"
    Habitat destruction.

    
  ",,,"
    Critically Endangered

      (Possibly Extinct)

    A1acd

    ",1,Shorea dispar,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
8647087,3907,1092,3907,,Colophon,Lucanidae,,South Africa; ,,,,"
    Endangered


    B1+2e

    ",1,Colophon haughtoni,yes,Colophon primosi,cape stag beetle ,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Colophon ,,Collectors appear to pose the greatest threat to this enigmatic group of beetles (4) (6). The Cape stag beetles are amongst the most highly prized beetles on the market (7) with complete sets of <i>Colophon</i> species fetching upward of $10000 and even single specimens of the rarest species being advertised at several thousand dollars (3). Four Germans have recently been caught having captured 211 of these beetles (5). Other threats include habitat damage and loss infrastructure development (such as mobile telephone masts) inappropriate fire regimes human disturbance climate change and over-collection by researchers (4). These threats are exacerbated by the small range occupied by this genus and their suspected low reproductive rate (4).,All <i>Colophon</i> species were given provincial legal protection in 1992 which served to limit legal collection internal trade and export from the province (7) (3). Their listing on Appendix III of CITES also controls import and export of the species across South Africa‚??s borders (2). These laws appear to be fairly rigorously enforced with the four Germans recently caught with over 200 of these rare beetles fined almost ¬£10000 (5). In 1994 it was proposed that <i>Colophon</i> beetles be upgraded to Appendix I of CITES but the proposal was ultimately withdrawn (7). The upgrade of <i>Colophon</i> beetles to Appendix I would certainly help their chances of future survival and should be seriously considered in the ongoing objective to protect these rare <strong>endemic</strong> beetles. ,loss; ,cites; ,Critically Endangered,[],0,1,yes,0
1372113,2818,173,2818,,Mammillaria,Cactaceae,Terrestrial,Mexico (Guanajuato); ,"
    This species is found very close to several cities and towns and is declining due to urban development. There is some illegal collecting by tour groups and individuals. Increased agricultural use and housing expansion pose an increasing threat. There is evidence of a substantial decrease in the number of individuals as a result of the 1997 freeze, with some subpopulations being nearly extirpated.

    
  ","['\n    This cactus is listed on CITES Appendix II, but enforcement of the laws in the countries of destination is needed. The number of subpopulations and individuals makes conservation action a low priority. There is a strong need to research the population status and actual distribution of the species, as well as the implementation of artificial propagation to reduce threats of illegal collection. An additional research priority is to compare specimens with similar species in Quer√©taro to clarify the taxonomy.\xa0                 ', <p>This species is legally protected in Mexico by the national list of species at risk of extinction, NOM-059-SEMARNAT-2010, where it is listed under category ‚??subject to special protection‚?? (Pr; SEMARNAT 2010).</p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii,v)

    ",1,Mammillaria rettigiana,yes,Mammillaria pectinifera,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae(1),Mammillaria ,Stem diameter: 3 cm (2)Flower length: 2.5 cm (2),Collectors have prized this distinctive and unusual cactus over the years and well-known sites have suffered from extensive exploitation (2). Only two populations of <em>Mammillaria pectinifera</em> are currently known to persist in the wild and their position is increasingly precarious due to the small isolated number of individuals and ongoing habitat disturbance. Quarrying and the dumping of rubbish are worrying threats in the area that contains the greatest number of individual plants (2).,International trade in plants and seeds of wild origin is banned by the listing of <i>Mammillaria pectinifera</i> on Appendix I of the Convention on International Trade in Endangered Species (CITES) (3). In addition the demand for this species is being increasingly met by seed-raised plants thus reducing the pressure on wild populations (2). Further field studies are needed in the area in the hope of uncovering additional wild populations; constant monitoring of known sites is also required in order to raise the alarm for a rescue mission should this become necessary (2). , ,cites; ,Endangered,"['Tunisia', 'Morocco', 'Algeria']",3,0,yes,0
4414605,5950,557,5950,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,"
    It is an important component of plywood, which is mainly used to make tea chests.

    
  ",,,"
    Critically Endangered


    A1cd

    ",1,Shorea congestiflora,yes,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,yes,0
1376132,6837,173,6837,,Mammillaria,Cactaceae,Terrestrial,Mexico (Tamaulipas); ,"
    This species is threatened by illegal collecting because of its very small population size. Its location is now well known to both commercial and amateur collectors and is protected only by the difficulty of access.

    
  ","['\n    The species is listed on CITES Appendix II, but there is a need to enforce trade laws in the countries of destination to protect this species from collection from the wild. These plants have been widely propagated worldwide for 20 years. It does not occur in any protected area. This species is legally protected in Mexico by the national list of species at risk of extinction, NOM-059-SEMARNAT-2010, where it is listed under category ‚??subject to special protection‚?? (Pr; SEMARNAT 2010).  ', <p>¬†</p>, '\n']",Decreasing,"
    Critically Endangered


    B1ab(v)

    ",1,Mammillaria anniana,yes,Mammillaria pectinifera,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae(1),Mammillaria ,Stem diameter: 3 cm (2)Flower length: 2.5 cm (2),Collectors have prized this distinctive and unusual cactus over the years and well-known sites have suffered from extensive exploitation (2). Only two populations of <em>Mammillaria pectinifera</em> are currently known to persist in the wild and their position is increasingly precarious due to the small isolated number of individuals and ongoing habitat disturbance. Quarrying and the dumping of rubbish are worrying threats in the area that contains the greatest number of individual plants (2).,International trade in plants and seeds of wild origin is banned by the listing of <i>Mammillaria pectinifera</i> on Appendix I of the Convention on International Trade in Endangered Species (CITES) (3). In addition the demand for this species is being increasingly met by seed-raised plants thus reducing the pressure on wild populations (2). Further field studies are needed in the area in the hope of uncovering additional wild populations; constant monitoring of known sites is also required in order to raise the alarm for a rescue mission should this become necessary (2). , ,cites; ,Endangered,"['Tunisia', 'Morocco', 'Algeria']",3,0,yes,0
3614076,4836,456,4836,"black howling monkey, guatemalan black howler, guatemalan black howler monkey, guatemalan howler, guatemalan howling monkey, lawrences howler monkey, mexican black howler monkey, yucatn black howler monkey",Alouatta,Atelidae,Terrestrial,"Belize; Guatemala; Mexico (Campeche, Chiapas, Quintana Roo, Tabasco, Yucat√°n); ","
    The main threats to this species are deforestation, hunting (for food and for capture as pets) and disease (yellow fever epidemics) (Reid 1997; Pavelka and Chapman 2006).

    
  ","['\n    This species occurs, or may occur, in several protected areas:', <br/>, <br/>, 'Belize', <br/>, 'Guanacaste National Park (32,512 ha) (R. Horwich pers. comm. to Rodr√≠guez-Luna ', <em>et al</em>, '. 1996)', <br/>, 'Blue Hole National Park (300 ha) (in range)', <br/>, 'Mountain Pine Ridge (51,500 ha) (Dahl, 1987)', <br/>, 'Cockscomb Basin Wildlife Sanctuary (40,000 ha) (Horwich ', <em>et al.</em>, ' 1993; Horwich 1994; Koontz ', <em>et al</em>, '. 1994; Rodr√≠guez-Luna ', <em>et al.</em>, ' 1996)', <br/>, 'Community Baboon Sanctuary (Horwich and Lyon 1990; Horwich 1994; Pav√≥n 1994; Brockett ', <em>et al.</em>, ' 1999, 2000; Horwich ', <em>et al</em>, '. 2000, 2001)', <br/>, 'Upper Bladen (35,000 ha) (R. Horwich pers. comm. to Rodr√≠guez-Luna ', <em>et al</em>, '. 1996)', <br/>, 'Caracol Archeological Reserve (20,000 ha) (in range)', <br/>, 'Monkey Bay Wildlife Sanctuary (Private Reserve) (443 ha) (in range)', <br/>, 'Monkey Bay National Park (911 ha) (', <em>A. pigra</em>, ' reintroduced) (extinguished by yellow fever and hurricanes (1961 and 1978) (Clark and Brocket 1999)', <br/>, 'Manatee Forest Reserve (in range)', <br/>, 'Chiquibul National Park (107,607 ha) (Dahl 1987)', <br/>, 'Bladen Branch Nature Reserve  (39,256 ha) (Dahl 1987)', <br/>, 'Rio Bravo Conservation and Management Area  (61,513 ha) (Silva-L√≥pez and Rumiz 1995)', <br/>, <br/>, 'Guatemala', <br/>, 'Rio Dulce National Park (9,610 ha) (Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998)', <br/>, 'El Rosario National Park (1,105 ha) (in range)', <br/>, 'Bahia Santo Tomas (1,000 ha) (in range)', <br/>, 'Santa Rosalia (1,000 ha) (in range)', <br/>, 'Cerro Miramundo (902 ha) (in range)', <br/>, 'Las Victorias (82 ha) (in range)', <br/>, 'El Reformador (60 ha) (in range)', <br/>, 'Grutas Lanquin (in range)', <br/>, 'Cuevas de Silvino (8 ha) (in range)', <br/>, 'Laguna Lachua National Park (10,000 ha) (in range)', <br/>, 'Biotopo Mario Dary Rivera Quetzal (1,153 ha) (', <em>A. pigra</em>, ' according to Curdts (1993) and Silva-L√≥pez 1998; but ', <em>A. palliata</em>, ' according to Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001)', <br/>, 'Biotopo de Chocon Machacas (7,000 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Silva-L√≥pez 1998; Matamoros and Seal 2001) ', <br/>, 'Biotopo San Miguel La Palotada (49,300 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001; possible occurrence Silva-L√≥pez 1998)', <br/>, 'Rio Escondido ‚?? Biotopo Laguna del Tigre (45,900 ha) (in range)', <br/>, 'Dos Lagunas (45,950 ha) (in range)', <br/>, 'Tikal National Park (57,600 ha) (Coelho ', <em>et al.</em>, ' 1976; Schlichte 1978; Estrada ', <em>et al.</em>, ' 2004)', <br/>, 'Aguateca Cultural Monument (1,700 ha) (Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998)', <br/>, 'Ceibal Cultural Monument (1,700 ha) (in range)', <br/>, 'Dos Pilas Cultural Monument (3,100 ha) (Silva-L√≥pez ', <em>et al.</em>, ' 1995; Silva-L√≥pez 1998)', <br/>, 'Rio Azul (28,900 ha) (in range)', <br/>, 'Uaxact√∫n (3,000 ha) (in range)', <br/>, 'Ucanal (2,200 ha) (in range)', <br/>, 'Xutilha (2,689 ha) (in range)', <br/>, 'Ixcun Cultural Monument (400 ha)', <br/>, 'El Peru (8,000 ha)', <br/>, 'Biotopo San Miguel ‚?? El Zotz (42,000 ha) (in range)', <br/>, 'Nakum (8,000 ha) (in range)', <br/>, 'G48 Naranjo (1,200 ha)', <br/>, 'Machaquilla Cultural Monument (2,500 ha) (in range)', <br/>, 'Yaxha (9,000 ha) (in range)', <br/>, 'Sierra de las Minas Biosphere Reserve (236,300 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998; Matamoros and Seal 2001)', <br/>, 'Polochic (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001)', <br/>, 'Sierra Lacandon National Park (200,000 ha) (in range)', <br/>, 'Mirador / Dos Lagunas ‚??Rio Azul National Park (147,000 ha) (in range)', <br/>, 'El Tigre National Park (350,000 ha) (in range)', <br/>, 'Trifinito National Park (4,000 ha)', <br/>, <br/>, 'Mexico', <br/>, 'Palenque National Park (1,771 ha) (Estrada and Coates-Estrada 1984; Mexico, SEDUE, 1989; Estrada ', <em>et al</em>, '. 2000; Matamoros and Seal 2001)', <br/>, 'Tulum National Park 664 ha) (in range)', <br/>, 'Ria Lagartos Special Biosphere Reserve (47,840 ha) (in range)', <br/>, 'Pantanos de Centla (290,397 ha) (Matamoros and Seal 2001)', <br/>, 'Calakmul Biosphere Reserve (Mexico, SEDUE, 1989;  Estrada ', <em>et al</em>, '. 2004; Serio-Silva ', <em>et al</em>, '. 2006)', <br/>, 'Montes Azules Biosphere Reserve (Selva Lacandona) (331,200 ha) (Mexico SEDUE, 1989;  Matamoros and Seal 2001)', <br/>, 'Sian Ka‚??an Biosphere Reserve (528,147 ha) (Serio-Silva ', <em>et al</em>, '. 2006; Matamoros and Seal 2001)', <br/>, 'Chan-kin Protection Area for Wild Flora and Fauna (12,184 ha) (Matamoros and Seal 2001)', <br/>, 'Yaxchil√°n Natural Monument (2,621 ha) (Estrada and Coates-Estrada 1984; Estrada ', <em>et al.</em>, ' 2002, 2004; Matamoros and Seal 2001)', <br/>, 'Bonampak Natural Monument (4,357 ha) (Estrada and Coates-Estrada 1984; Matamoros and Seal 2001)', <br/>, 'Metzaboc (Hern√°ndez-Y√£nez pers. comm., in Rodr√≠guez-Luna ', <em>et al.</em>, ' 1996a)', <br/>, <br/>, 'It is listed on Appendix I of CITES.\n\n    \n  ']",Decreasing,"
    Endangered


    A4cd

    ",3,Alouatta pigra,yes,Alouatta pigra,guatemalan black howler ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta ,Male head-and-body length: 67†- 71 cm (2)Female head-and-body length: 52†- 64 cm (2)Male tail length: 60†- 67 cm (2)Female tail length: 50†- 54 cm (2)Male weight: c. 11.4 kg (2)Female weight: c. 6.4 kg (2),The Guatemalan black howler is threatened throughout most of its range from hunting and habitat destruction (10). Suitable forest habitat has rapidly been lost and fragmented through conversion to pasture and agricultural lands and to logging operations (8). If such patterns continue the population size of this species is projected to decline by around 74% over three generations (30 years) (1).,The Guatemalan black howler is known to occur in six protected areas: Cockscomb Basin Wildlife Sanctuary Guanacaste and Monkey Bay National Parks (Belize); Rio Dulce and Tikal National Parks (Guatemala); and Palenque National Park (Mexico) (2). ,hunting; ,protected; ,Endangered,"['Hong Kong', 'Bangladesh', 'Russia', 'China', 'South Korea', 'Myanmar', 'Taiwan', 'Cambodia', 'Japan', 'Sri Lanka', 'Vietnam', 'North Korea', 'Thailand', 'India', 'Philippines', 'Singapore', 'Indonesia']",17,1,yes,1
8887036,6406,1122,6406,,Ilex,Aquifoliaceae,,Jamaica; ,,,,"
    Critically Endangered


    B1+2c

    ",1,Ilex subtriflora,yes,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook‚??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook‚??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook‚??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species‚?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,Critically Endangered,['Kenya'],1,0,yes,0
4889904,6349,617,6349,,Shorea,Dipterocarpaceae,,Viet Nam; ,,,,"
    Critically Endangered


    C2b

    ",1,Shorea falcata,yes,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,yes,0
8962630,2850,1132,2850,chimanimani cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; ,"
    This species is threatened due to over-collecting for ornamental purposes.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iv,v)+2ab(i,ii,iv,v); C1

    ",1,Encephalartos chimanimaniensis,yes,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,Critically Endangered,"['Australia', 'South Africa', 'Brazil']",3,1,yes,0
7281392,7507,919,7507,,Eleutherodactylus,Eleutherodactylidae,Terrestrial; Freshwater,Cuba; ,"
    The main threat to this species is habitat destruction that is taking place due to agricultural expansion, wood-cutting, disturbance from tourists, and infrastructure development for human settlement; as a high-altitude, cloud forest, stream-dwelling species, it also might be susceptible to chytridiomycosis.

    
  ","['\n    It occurs in the Parque Nacional Turquino and Parque Nacional La Bayamesa, but there is no management of these areas for conservation, and the habitat continues to be destroyed. As such, improved management of these, and maintenance of the remaining habitat, is urgently needed. Furthermore, this species requires close monitoring given that many other stream-dwelling ', <em>Eleutherodactylus</em>, ' species have suddenly disappeared for unexplained reasons, even in pristine habitat.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B2ab(iii)

    ",1,Eleutherodactylus turquinensis,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,yes,0
5044745,2890,637,2890,,Podocarpus,Podocarpaceae,Terrestrial,Philippines; ,"
    In three of the four known localities Google Earth satellite imagery indicates encroachment of human habitation and roads as well as deforestation. One locality, Mt Santo Tomas, has a road to the summit where numerous radar and telephone masts are located. This peak is also a popular hiking destination and the slopes have largely been cleared for small scale agriculture. From this it is inferred that the species, though possibly occurring in other localities not yet known, has undergone or is in decline as the forest it occurs in is in retreat. Its use as a special utility wood also means it will be cut selectively, further increasing pressure on the population of mature trees. None of the known localities is in a protected area.

    
  ","[""\n    Surveys are required to establish this species' distribution and to determine its status within its known localities.\n\n    \n  ""]",Decreasing,"
    Endangered


    B2ab(ii,iii,v)

    ",1,Podocarpus macrocarpus,yes,Podocarpus nakaii,nakai podocarp ,Plantae,Tracheophyta,Coniferopsida,Coniferales,Podocarpaceae,Podocarpus ,Height: up to 18 m (2) (3)Trunk diameter: up to 1.8 m (2) (3),Little information is available on the threats faced by <em>Podocarpus nakaii</em>. However its populations are small and isolated and are likely to be threatened by increasing human settlement agriculture and forest management activities†(1).,There are no specific conservation measures currently known to be in place for <em>Podocarpus nakaii</em>. More information will be needed on this Endangered conifer and the threats it faces before appropriate conservation action can be taken to protect it. , , ,Endangered,[],0,0,yes,0
