_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block
1492828,4101,789,bale shrew,Crocidura,Soricidae,Terrestrial,Ethiopia; ,"
    The remnant areas of forest within the Bale Mountains are generally threatened by collection of timber and firewood by local villagers and groups of insurgents. The habitat of this species is also believed to be threatened by fires started by people.

    
  ","['\n    The Harenna forest, Bale Region, is one of the few remaining natural forests in southern Ethiopia and currently, the largest sub-section of the Bale Mountains National Park.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(ii,iii)

    ",1,yes,789,Crocidura thomensis,sao tome shrew ,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura ,Head-body length: 8.4 cm (2)Tail length: 8.8 cm (2),The SÃ£o TomÃ© shrew is threatened primarily by deforestation and habitat degradation (1). Ever since the Portuguese settled on the island in 1479 large areas of forest have been lost as land was converted for agriculture such as sugar coffee and cocoa plantations (2) (3). More recent deforestation is attributable to the construction of houses and gardens(1). Today it is largely the remote and inaccessible areas of forest that remain untouched (3).,As extremely little is known about this species there is a great need for studies to establish its abundance and distribution and to better understand the threats it faces (1). There are currently no direct conservation measures in place aimed at the protection or management of the SÃ£o TomÃ© shrew (1). ,invasive;pet; ,protected; ,2,1.0,yes
1492829,4102,789,desperate shrew,Crocidura,Soricidae,Terrestrial,"Tanzania, United Republic of; ","
    This species is considered threatened by increasing forest loss and fragmentation in the Udzungwe Mountains of southern Tanzania. It is particularly vulnerable due to its restricted range, although restricted range in itself is not necessarily a direct threat.

    
  ","['\n    This species may occur within Uzungwe National Park, but its presence there is uncertain. There is an urgent need to effectively conserve remaining tracts of montane forest inhabited by this species.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,yes,789,Crocidura thomensis,sao tome shrew ,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura ,Head-body length: 8.4 cm (2)Tail length: 8.8 cm (2),The SÃ£o TomÃ© shrew is threatened primarily by deforestation and habitat degradation (1). Ever since the Portuguese settled on the island in 1479 large areas of forest have been lost as land was converted for agriculture such as sugar coffee and cocoa plantations (2) (3). More recent deforestation is attributable to the construction of houses and gardens(1). Today it is largely the remote and inaccessible areas of forest that remain untouched (3).,As extremely little is known about this species there is a great need for studies to establish its abundance and distribution and to better understand the threats it faces (1). There are currently no direct conservation measures in place aimed at the protection or management of the SÃ£o TomÃ© shrew (1). ,invasive;pet; ,protected; ,2,1.0,yes
1492834,4110,789,"cameroonian shrew, pitch shrew",Crocidura,Soricidae,Terrestrial,Cameroon; ,"
    This species is threatened by extensive habitat destruction and degradation in the Cameroon mountains, including the protected Mount Oku area.

    
  ",['\n    This species has been recorded from the Mount Oku Faunal Reserve. It is not known if it is present within any additional protected areas. There is an urgent need to effectively conserve remaining areas of montane forest within the Cameroon highlands. Additional studies are needed into the natural history of this species.\n\n    \n  '],Decreasing,"
    Endangered


    B2ab(ii,iii)

    ",1,yes,789,Crocidura thomensis,sao tome shrew ,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura ,Head-body length: 8.4 cm (2)Tail length: 8.8 cm (2),The SÃ£o TomÃ© shrew is threatened primarily by deforestation and habitat degradation (1). Ever since the Portuguese settled on the island in 1479 large areas of forest have been lost as land was converted for agriculture such as sugar coffee and cocoa plantations (2) (3). More recent deforestation is attributable to the construction of houses and gardens(1). Today it is largely the remote and inaccessible areas of forest that remain untouched (3).,As extremely little is known about this species there is a great need for studies to establish its abundance and distribution and to better understand the threats it faces (1). There are currently no direct conservation measures in place aimed at the protection or management of the SÃ£o TomÃ© shrew (1). ,invasive;pet; ,protected; ,2,1.0,yes
1493679,7409,789,wimmer's shrew,Crocidura,Soricidae,Terrestrial,CåÕåâte d'Ivoire; ,"
    It is believed that all suitable habitat for this species in the area of Adiopodoume has now been cleared, presumably largely through the conversion of land to agricultural use.

    
  ",['\n    There are no direct conservation measures in place for this species. It is not known if the species is present within any protected areas. Surveys are urgently needed to determine if this species still persists.\n\n    \n  '],Unknown,"
    Critically Endangered

      (Possibly Extinct)

    B1ab(iii)

    ",1,yes,789,Crocidura thomensis,sao tome shrew ,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura ,Head-body length: 8.4 cm (2)Tail length: 8.8 cm (2),The SÃ£o TomÃ© shrew is threatened primarily by deforestation and habitat degradation (1). Ever since the Portuguese settled on the island in 1479 large areas of forest have been lost as land was converted for agriculture such as sugar coffee and cocoa plantations (2) (3). More recent deforestation is attributable to the construction of houses and gardens(1). Today it is largely the remote and inaccessible areas of forest that remain untouched (3).,As extremely little is known about this species there is a great need for studies to establish its abundance and distribution and to better understand the threats it faces (1). There are currently no direct conservation measures in place aimed at the protection or management of the SÃ£o TomÃ© shrew (1). ,invasive;pet; ,protected; ,2,1.0,yes
1493686,7425,789,harenna shrew,Crocidura,Soricidae,Terrestrial,Ethiopia; ,"
    Remnant forest habitat in the Bale Mountains is threatened by conversion of land to agricultural use, overgrazing by domestic livestock, collection of firewood and timber and fires.

    
  ","['\n    This species occurs in Bale Mountain National Park. There is a need to prevent further loss or degradation of this species range, and the Harenna Forest as a whole. Known localities should be monitored to record any changes in abundance.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,yes,789,Crocidura thomensis,sao tome shrew ,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura ,Head-body length: 8.4 cm (2)Tail length: 8.8 cm (2),The SÃ£o TomÃ© shrew is threatened primarily by deforestation and habitat degradation (1). Ever since the Portuguese settled on the island in 1479 large areas of forest have been lost as land was converted for agriculture such as sugar coffee and cocoa plantations (2) (3). More recent deforestation is attributable to the construction of houses and gardens(1). Today it is largely the remote and inaccessible areas of forest that remain untouched (3).,As extremely little is known about this species there is a great need for studies to establish its abundance and distribution and to better understand the threats it faces (1). There are currently no direct conservation measures in place aimed at the protection or management of the SÃ£o TomÃ© shrew (1). ,invasive;pet; ,protected; ,2,1.0,yes
1494186,946,790,carp,Barbus,Cyprinidae,Freshwater,Liberia; Sierra Leone; ,"
    Threats to this species include mining and deforestation.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B2ab(iii)

    ",2,yes,790,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1494429,1513,790,border barb,Barbus,Cyprinidae,Freshwater,South Africa (Eastern Cape Province); ,"
    Loss of habitat and alien invasive fish species.

    
  ",['\n    None known. Efforts are needed to thoroughly investigate the current distribution of this species in relation to invasions of its habitat by largemouth and smallmouth bass. The possibility for benign introductions within its native  range should be considered where alien invasives are absent.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,yes,790,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1495360,5843,790,petropsaro,Barbus,Cyprinidae,Freshwater,Greece; ,"
    Extreme levels of water extraction.

    
  ","['\n    This species is protected by a special Greek law, but the law is not enforced.\n\n    \n  ']",Stable,"
    Critically Endangered


    B1ab(i,ii)c(ii)+2ab(i,ii)c(ii)

    ",1,yes,790,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1495716,7729,790,banhine barb,Barbus,Cyprinidae,Freshwater,Mozambique; ,"
    The Banhine region is the driest part of Mozambique receiving under 400 mm of rain per year. Isolated pools are also fished by local residents and are extremely vulnerable.

    
  ","[""\n    Management of the waters of Banhine National Park and adjacent areas needs to be undertaken so that not all islated pools are fished during the dry season. This will allow some pools to 'innoculate' new systems when the rains arrive in November.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    B1ab(iii)c(iv)+2ab(iii)c(iv)

    ",1,yes,790,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1496077,946,791,carp,Barbus,Cyprinidae,Freshwater,Liberia; Sierra Leone; ,"
    Threats to this species include mining and deforestation.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B2ab(iii)

    ",2,yes,791,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1496320,1513,791,border barb,Barbus,Cyprinidae,Freshwater,South Africa (Eastern Cape Province); ,"
    Loss of habitat and alien invasive fish species.

    
  ",['\n    None known. Efforts are needed to thoroughly investigate the current distribution of this species in relation to invasions of its habitat by largemouth and smallmouth bass. The possibility for benign introductions within its native  range should be considered where alien invasives are absent.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,yes,791,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1497251,5843,791,petropsaro,Barbus,Cyprinidae,Freshwater,Greece; ,"
    Extreme levels of water extraction.

    
  ","['\n    This species is protected by a special Greek law, but the law is not enforced.\n\n    \n  ']",Stable,"
    Critically Endangered


    B1ab(i,ii)c(ii)+2ab(i,ii)c(ii)

    ",1,yes,791,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1497607,7729,791,banhine barb,Barbus,Cyprinidae,Freshwater,Mozambique; ,"
    The Banhine region is the driest part of Mozambique receiving under 400 mm of rain per year. Isolated pools are also fished by local residents and are extremely vulnerable.

    
  ","[""\n    Management of the waters of Banhine National Park and adjacent areas needs to be undertaken so that not all islated pools are fished during the dry season. This will allow some pools to 'innoculate' new systems when the rains arrive in November.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    B1ab(iii)c(iv)+2ab(iii)c(iv)

    ",1,yes,791,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1497968,946,792,carp,Barbus,Cyprinidae,Freshwater,Liberia; Sierra Leone; ,"
    Threats to this species include mining and deforestation.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B2ab(iii)

    ",2,yes,792,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1498211,1513,792,border barb,Barbus,Cyprinidae,Freshwater,South Africa (Eastern Cape Province); ,"
    Loss of habitat and alien invasive fish species.

    
  ",['\n    None known. Efforts are needed to thoroughly investigate the current distribution of this species in relation to invasions of its habitat by largemouth and smallmouth bass. The possibility for benign introductions within its native  range should be considered where alien invasives are absent.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,yes,792,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1499142,5843,792,petropsaro,Barbus,Cyprinidae,Freshwater,Greece; ,"
    Extreme levels of water extraction.

    
  ","['\n    This species is protected by a special Greek law, but the law is not enforced.\n\n    \n  ']",Stable,"
    Critically Endangered


    B1ab(i,ii)c(ii)+2ab(i,ii)c(ii)

    ",1,yes,792,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
1499498,7729,792,banhine barb,Barbus,Cyprinidae,Freshwater,Mozambique; ,"
    The Banhine region is the driest part of Mozambique receiving under 400 mm of rain per year. Isolated pools are also fished by local residents and are extremely vulnerable.

    
  ","[""\n    Management of the waters of Banhine National Park and adjacent areas needs to be undertaken so that not all islated pools are fished during the dry season. This will allow some pools to 'innoculate' new systems when the rains arrive in November.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    B1ab(iii)c(iv)+2ab(iii)c(iv)

    ",1,yes,792,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinâ??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinâ??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes
