_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
8986374,2849,1135,2849,"alexandria cycad, dune cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Eastern Cape Province); ,"
    The major threat to this species is removal by collectors. This has been the main cause of decline over the past 50 years. Some have also been destroyed by habitat destruction (bush clearing to make way for pastures).

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Populations occur within the boundaries of the Addo National Park (formerly the Woody Cape Nature Reserve).\n\n    \n  '],Decreasing,"
    Endangered


    A2acd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C1

    ",1,Encephalartos arenarius,yes,1135,Encephalartos whitelockii,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Trunk length: 4 m (2)Trunk diameter: 35 - 40 cm (2),By far the greatest threat to <em>E. whitelockii </em>is the ongoing construction of a hydro-electric power station and an associated dam above the Mpanga Falls. The development of this new power station will almost certainly result in the elevation of this cycad‚??s Red List status as a large proportion of the population will be wiped out†(4). The activities of local communities pose an additional threat with seasonal fires and deliberate felling being particularly problematic (10).,<em>Encephalartos whitelockii </em>is partially protected by its listing on Appendix I of CITES which permits international trade in this species only under exceptional circumstances (3). In addition part of the <em>E. whitelockii</em> population occurs within the boundary of the Queen Elizabeth National Park although the integrity of some of Uganda‚?? protected areas is a moot point†(4). Owing to the increased pressure on <em>E. whitelockii</em> a local community-based conservation project is fortunately being implemented in the region. The project is aiming to raise community awareness on the conservation and importance of the species as well as to create a seed bank and nursery. The propagation of <em>E. whitelockii</em> in a nursery will provide plants for replanting in the wild to bolster the population†(10). With the population under as serious threat as it is projects like this may be critical to this species survival. , ,cites;protected; ,0,2.0,yes,0
2041034,6879,257,6879,,Cycas,Cycadaceae,Terrestrial,Viet Nam; ,"
    Much of the original woodland habitat has been cut for fuel and there has been large scale removal of plants for horticultural purposes.

    
  ",['\n    This species is listed on Appendix II of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A4acd

    ",1,Cycas pachypoda,yes,257,Cycas circinalis,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas ,Trunk height: to 7 m (2)Trunk diameter: 12 ‚?? 27 cm (2),While in many areas <i>Cycas circinalis</i> remains abundant in others its habitat has been severely reduced and degraded (2). In addition this cycad is used in numerous ways by the local human population and some of this exploitation is having a negative impact on cycad numbers. <i>Cycas circinalis</i> is heavily harvested for its leaves with young leaves being used as food and medicine by indigenous and local communities and the mature leaves being sold in the floriculture industry (7). The biggest impact on <i>C. circinalis </i>populations however comes from the harvest of pith and male cone for the medicinal plant industry. While much of this harvest is illegal it is very difficult to patrol (7). It is not only the cycad itself that this harvesting may threaten; the harvesting of its seeds for human consumption appears to have little negative impact on <i>Cycas circinalis</i> populations but very heavy seed harvest could have an impact on the bats which reportedly feed on the seeds (7).,Significant populations of <i>Cycas circinalis</i> still exist in a number of national parks and forest reserves (2) which offers this species some protection. To reduce harvesting pressure on populations it has been suggested that people need to be encouraged to use substitutes. For example the floriculture industry could use leaves from cultivated palms that are faster growing. A substitute for the pith and male cone for the medicinal plant industry is not likely and thus in these cases populations need to be increased through cultivation (7). , , ,0,0.0,yes,0
4421151,4581,558,4581,,Podarcis,Lacertidae,Terrestrial,Portugal; Spain; ,"
    The southern populations are almost certainly at risk from climate change. Loss of habitat due to touristic developments in the south, and wood plantations (pine) in central Portugal are also serious threats. Fires are an additional threat.

    
  ","['\n    Many of the southern populations are protected (including in the Coto Do√±ana National Park). In central Portugal and Spain, some populations are in natural parks.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv,v)

    ",2,Podarcis carbonelli,yes,558,Podarcis lilfordi,lilfords wall lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis ,Adult snout-vent length: 5 - 7 cm (2) (3)Adult weight: 4.2 - 9.5 g (2),The total population of Lilford's wall lizard is comprised of several small isolated and fragmented populations thus making this species extremely vulnerable to localised extinctions (1). Lilford's wall lizard has disappeared from the main islands of Mallorca and Menorca due to the introduction of cats and other non-native predators (1). It is therefore likely that the <strong>translocation</strong> of other invasive predators between islands by humans whether intentional or accidental will have a similar effect on remaining populations of Lilford's wall lizard in the region (1) (3).,Lilford's wall lizard is listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that all international trade in this species should be carefully regulated (4). It is also included on Annex II of the Bern Convention and is therefore listed as a strictly protected species in Europe (10).† ,invasive;pet; ,cites;protected; ,2,2.0,yes,0
8962631,2851,1132,2851,,Encephalartos,Zamiaceae,Terrestrial,"Tanzania, United Republic of; ","
    This species is affected by too frequent fires, which may affect regeneration. Changes in habitat management may also threaten the security of this species. Removal by collectors is also an issue.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. This species possibly occurs in the Ugalla River Game Reserve.\n\n    \n  '],Decreasing,"
    Endangered


    C2a(i)

    ",1,Encephalartos delucanus,yes,1132,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,1,2.0,yes,0
4414970,6315,557,6315,yellow meranti,Shorea,Dipterocarpaceae,,Malaysia (Sabah); ,,,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea kudatensis,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
11158482,6247,1409,6247,"dfgadfg, red balau",Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Sumatera); Malaysia; Philippines; Thailand; Viet Nam; ,,,,"
    Critically Endangered


    A1cd

    ",5,Shorea guiso,yes,1409,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes,0
9071256,666,1146,666,,Phelsuma,Gekkonidae,Terrestrial,Madagascar; ,"
    Threats to this species are poorly known. It occurs in agricultural areas and this habitat is not threatened, but it has a fragmented distribution and illegal collection appears to represent a localized threat.

    
  ","['\n    This species has not been found in any protected areas but may occur in Mananara-Nord. It is not subject to any conservation measures, but enforcement of national and international trade legislation is recommended. Species of ', <em>Phelsuma</em>, "" are included on CITES Appendix II. More surveys are needed throughout this species' known range, especially at its northern extent, to establish its full extent of occurrence and its area of occupancy, as well as its exposure to threats.\n\n    \n  ""]",Decreasing,"
    Endangered


    B1ab(v)

    ",1,Phelsuma serraticauda,yes,1146,Phelsuma antanosy,day gecko ,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma ,Snout-vent length: 3.3 - 4.8 cm (2),Occupying an area thought to be no more than nine square kilometres the day gecko is threatened by further loss of its habitat. This extremely rare gecko has a highly fragmented distribution making it vulnerable to any detrimental activities within what little habitat remains (1). One small population is likely to be lost within the next 25 years as mining activity is planned in part of Sainte Luce while many other populations are under continual threat from local communities exploiting the forest‚??s resources (1). Indeed the day gecko is suspected to have become extinct in Petriky Forest due to tree felling for timber fuel and conversion to agricultural land (2). This highly specialised species is also threatened by the selective removal of <em>Pandus</em> trees (1).†,The Ambatotsirongorongo Forest which supports a large proportion of the remaining day gecko population is encompassed by a newly created protected area. Five forest fragments at Sainte Luce in which the day gecko is also found are also managed within a community resource use agreement which aims to protect the local people‚??s livelihoods whilst conserving biodiversity (1). However the successful management of these areas will very much depend on the support of the local people and the abandonment of destructive activities such as slash-and-burn agriculture and hunting (7). Fortunately for the day gecko <em>Phelsuma </em>†species breed well in captivity and the initiation of a captive-breeding programme for this gecko may well safeguard it from extinction (2).† ,loss;pet; ,protected; ,2,1.0,yes,0
12491493,1623,1578,1623,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,"
    Regeneration is poor.

    
  ",['\n    The species forms a dominant component in the canopy in the protected area at Sinharaja.\n\n    \n  '],,"
    Endangered


    A1cd

    ",1,Shorea worthingtonii,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
6458611,7886,815,7886,taurus gudgeon,Gobio,Cyprinidae,Freshwater,Turkey; ,"
    Ereƒ?li marshes dried out in the mid 1990s and the area was only 10% of its original size in 2011.¬†Water is abstracted in large quantities in the area and in G√∂kdere stream¬†there are several small dams which restrict the flow of the stream. Furthermore, climate change has lead to a reduction in rainfall in the area and contributed to increasingly severe droughts.

    
  ",['\n    No conservation actions are known to be in place. The stream catchment is in an urgent need of a freshwater biodiversity-based conservation strategy.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(i,ii,iii,iv)

    ",1,Gobio hettitorum,yes,815,Gobio skadarensis,skadar gudgeon ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gobio ,Length: up to 9 cm (2),The Skadar gudgeon occupies only a relatively small area where it is under threat from water abstraction and drought which may potentially be exacerbated by climate change (1). Fortunately the Zeta stream is fed by a limestone water basin which means that it is unlikely to completely dry out (1).,Skadar Lake is a designated Ramsar site or Wetland of International Importance (6). However there are no specific conservation measures currently known to be in place for the Skadar gudgeon (1). As it is so poorly known this small fish may benefit from further research into its biology ecology and conservation status. , , ,0,0.0,yes,0
11403786,6186,1440,6186,,Cordia,Boraginaceae,,Panama; ,"
    Somewhat threatened by encroaching settlement and tourist activities.

    
  ",,,"
    Critically Endangered


    B1+3bc

    ",1,Cordia leslieae,yes,1440,Cordia rupicola,puerto rico manjack ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Boraginaceae,Cordia ,Height: up to 5 m (2) (3),The main threat to the Puerto Rico manjack is habitat loss and fragmentation due to residential and tourist developments on Anegada (1) (3) (9). This habitat loss is only likely to accelerate over the next few years and is compounded by other threats from road construction invasive plant species fire and trampling and grazing by introduced cattle goats and donkeys (1) (3) (9). As its highest point is no more than eight metres above sea level Anegada is also highly vulnerable to the effects of climate change and associated sea level rise (1) (6) (8).,Part of the Puerto Rico manjack‚??s preferred limestone habitat on Anegada occurs within a designated Ramsar site (1) (10) and legislation is being prepared to declare this a protected area (1). Protected Wildlife legislation for Anegada is also being revised (1) and an action plan has been produced for the island‚??s coastal biodiversity as part of a Darwin Initiative Project (9). ,loss;fragmentation;invasive; ,protected; ,3,1.0,yes,0
9148924,7099,1155,7099,dlinza forest pinwheel,Trachycystis,Charopidae,Terrestrial,South Africa (KwaZulu-Natal); ,"
    The Dlinza Forest is a formally conserved area under the control of KZN Wildlife. As such the habitat is afforded a degree of protection. However, since it is a small reserve, it may be negatively impacted by extreme stochastic weather conditions and climate change.

    
  ","['\n    Although the forest is a formally conserved area, supported by an enthusiastic local community, its location within an urban environment is of concern. Furthermore, its small size means that it is thus likely to suffer more from the impact of stochastic climatic events.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Trachycystis clifdeni,yes,1155,Trachycystis clifdeni,dlinza pinwheel ,Animalia,Mollusca,Gastropoda,Stylommatophora,Charopidae,Trachycystis ,Diameter: up to 9.7 mm (2),The Dlinza Forest is officially protected and is under the control of Ezemvelo KwaZulu-Natal Wildlife (1) (3). However the forest‚??s location within an urban environment does give some cause for concern. Furthermore†the Dlinza pinwheels'†very limited distribution means that it is highly vulnerable to the damaging effects of extreme <strong>stochastic</strong> weather conditions and climate change (1).,The fact that Dlinza Forest is an officially protected area supported by an enthusiastic local community does confer a degree of protection to the Critically Endangered Dlinza pinwheel. Nevertheless the small and exposed nature of its home means that this rare and fascinating snail remains somewhat helpless to the changing world around it (1). More research into the ecology and behaviour of this small but captivating species may help unearth valuable information to help guide appropriate conservation action and bring the diminutive ‚??pinwheel‚?? back from the brink of extinction. ,environment; ,protected; ,1,1.0,yes,1
7689649,4184,971,4184,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    The major threat is habitat destruction from agricultural activities (mainly subsistence farming).

    
  ","['\n    It is included in a tiny provincial protected area, La Tabla, an ""Area Protegida de Recursos Manejados"".\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus leberi,yes,971,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range Wightman‚??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4).†,Despite not being the target of any known conservation measures Wightman‚??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,2,1.0,yes,0
7278127,4242,919,4242,,Eleutherodactylus,Eleutherodactylidae,Terrestrial; Freshwater,Cuba; ,"
    The major threat is habitat loss due to deforestation for subsistence farming and logging, and mining.

    
  ","['\n    It occurs marginally in Parque Nacional Alejandro de Humboldt, but additional protection of forest habitats is clearly needed. As a stream-associated species of eastern Cuba, this species must be monitored carefully because other stream-dwelling amphibians in the West Indies have disappeared suddenly after being formerly abundant.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Eleutherodactylus toa,yes,919,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
11186696,2801,1413,2801,,Nepenthes,Nepenthaceae,Terrestrial,Indonesia (Kalimantan); ,,['\n    On CITES Appendix II.\n\n    \n  '],,"
    Endangered


    B1+2e

    ",1,Nepenthes boschiana,yes,1413,Nepenthes macrophylla,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Length: up to 10 m (2)Pitcher height: up to 28 cm (2)Pitcher width: up to 9 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Malaysia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  The Critically Endangered <i>Nepenthes macrophylla</i> has a highly localised distribution growing on only one mountain making it particularly susceptible to extinction from habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes macrophylla</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes macrophylla</i> is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) limiting the international export of this species (3).  However trade is very difficult to regulate and there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level.  Plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes macrophylla</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Artificial propagation can help make conservation efforts more effective together with the establishment of more habitat reserves and the implementation and enforcement of protective laws (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
10289268,7683,1299,7683,tenerife speckled lizard,Gallotia,Lacertidae,Terrestrial,Spain; ,"
    The main threat to this species is predation by feral cats and, to a lesser degree, by rats. It is presumed that the historical decline in this species was largely due to predation by cats. Several of the smaller populations, consisting of a few individuals, may be threatened by the effects of inbreeding.

    
  ","['\n    Measures to control access by cats to some of the remaining populations, such as fencing, have been implemented. A recovery action plan has been developed for this species. The species may still exist in other inaccessible parts of Tenerife, more field surveys are urgently needed. It occurs in at least one protected area.\n\n    \n  ']",Increasing,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,Gallotia intermedia,yes,1299,Gallotia auaritae,la palma giant lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia ,Snout-vent length: up to 44 cm (2),The decline in the La Palma giant lizard population is believed to be mainly due to the arrival of humans to the Canary Islands (1) (2). As well as using this species as a source of food humans also introduced other predators of the La Palma giant lizard including cats and dogs (1) (2).,The La Palma giant lizard is believed to be potentially extinct with a sighting of this species in 2007 remaining unconfirmed (5) (6). If this species does still survive the remaining population is likely to be extremely small totalling less than 50 mature individuals. It is not known if this species occurs in any protected areas (1). ,loss;pet; ,protected; ,2,1.0,yes,0
5003753,1473,632,1473,mountain nyala,Tragelaphus,Bovidae,Terrestrial,Ethiopia; ,"
    Threatened by illegal hunting, destruction of montane forest and heathlands, encroachment by cattle, expansion of high-altitude cultivation, roads, and harassment by dogs. Permanent occupation of suitable habitat as a result of increasing human and livestock populations is exerting tremendous pressure on nyala habitat throughout the range, with anecdotal evidence suggesting mountain nyalas actively avoid livestock (Sillero-Zubiri in press). Mountain Nyalas are extensively hunted for meat and horns, the latter used for local medicine and to make nipples for traditional milk bottles. Trophy hunting blocks in Arsi have been hunted out and concessions moved to Bale, with continued pressure by the industry for additional hunting blocks and larger quotas. Effects of current trophy-hunting programs are not well understood and current trophy hunting quotas may be unsustainable in the long-term (Sillero-Zubiri in press). Its restricted range, and fragmented populations, make it highly vulnerable to human activities and stochastic events.

    
  ","['\n    Fully protected by law but enforcement is generally absent. Effective protection is limited to around 20 km¬≤ of habitat in Gaysay and around Bale Mountains N.P. headquarters. The Bale Mountains National Park harbours around half the total population of mountain nyalas. The small Kuni-Muktar Wildlife Sanctuary was established in 1990 as a second protected area for mountain nyala, but by 1996 this sanctuary had suffered severely from poaching, deforestation, cultivation and gully erosion, and the species no longer occurred.', <br/>, <br/>, 'The mountain nyala, along with the Ethiopian wolf, is a key flagship species for Bale Mountains National Park and its future will be closely tied to the future of this protected area. It is also very important to spread the risk by establishing effective protection and management of mountain nyala populations elsewhere within its range. Sustainable trophy hunting in some of these areas has very high potential for generating the revenue needed to fund effective conservation of this species and the other endemics which share its habitat. It may also be advisable to establish a self-sustaining captive population in collaboration with the Ethiopian conservation authorities, as an insurance against future adversity for the wild population.\n\n    \n  ']",Decreasing,"
    Endangered


    C1

    ",1,Tragelaphus buxtoni,yes,632,Tragelaphus buxtoni,mountain nyala ,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Tragelaphus ,150 - 320 kg (3) (4),The mountain nyala has undergone a substantial decline in recent decades from an estimated 7000 to 8000 individuals in the 1960s (2) (11) to perhaps fewer than 2500 today (1) although others believe it to number nearer 4000 (4). It has also reduced in range and remaining populations are fragmented making them particularly vulnerable (1) (10). The main threats to the mountain nyala come from human activity within its range with increasing human and livestock populations putting ever-increasing pressure on the species through illegal hunting competition with cattle predation by domestic dogs and habitat clearance for agriculture grazing firewood harvesting and settlement (1) (2) (4) (10) (11). The species has been extensively hunted for its meat and horns and there is continued pressure from the trophy hunting industry to increase hunting quotas (1) (4).,Despite being fully protected by law enforcement is generally absent and the mountain nyala is only effectively protected within a small area in the north of Bale Mountains National Park which is estimated to hold a large proportion of the total population (1) (9) (14). A smaller protected area Kuni-Muktar Wildlife Sanctuary was established for the species in 1990 but severe poaching deforestation cultivation and erosion were thought to have eliminated the mountain nyala there (1) (10) until the presence of a small population was confirmed in 2003 (4). No mountain nyalas are currently kept in captivity (2) (10) (12) and it has been suggested that a self-sustaining captive population be established as an insurance against further losses in the wild (1) (10). ,hunting;pet; ,protected; ,2,1.0,yes,1
8891385,2840,1123,2840,magnificent broodfrog,Pseudophryne,Myobatrachidae,Terrestrial; Freshwater,Australia; ,"
    Habitat loss and degradation appears to be the major threat. Its habitat occurs on land under a variety of tenures, including national parks, state forests, local government reserves, grazing leasehold properties, crown land, freehold lands and road reserves. Ninety-seven percent of frog sites are located on unprotected land, most of which is in state forest or timber reserve. There are several activities likely to occur on these lands, which may impact on the amount and quality of the frog‚??s habitat, including grazing, logging, road works, clearing and development. Habitat in the south-east of Timber Reserve 245 and Tumoulin State Forest has been severely affected by cattle grazing. Grazing and trampling has the potential to degrade and destroy the seepage areas used by the frogs for breeding. Similarly, erosion and subsequent siltation may cover seepage areas if future logging or clearing occurs. Roads and cuttings can alter the water quality and hydrology and may affect seepage areas and first order streams. Regrowth forest uses more water than old growth and therefore has the potential to reduce seepages. The population at the Ravenshoe rubbish dump has declined. Dump activities have destroyed or modified habitat, and previously known populations are now absent.

    
  ","['\n    It is listed as threatened in Australian legislation. A comprehensive recovery plan was developed for this species (McDonald ', <em>et al.</em>, ' 2000), and is now probably in need of revision.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Pseudophryne covacevichae,yes,1123,Pseudophryne corroboree,corroboree frog ,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne ,Length: 2.5 - 3 cm (2),There has been a recent decline in this previously abundant species which has now been lost from as much as 68% of its former range (5). The unusual life cycle of the corroboree frog makes it particularly vulnerable; only one small clutch is laid in a year and tadpoles have a long development time (4). The precise causes of this sudden decline are unclear but a number of factors may be involved including habitat destruction by ski resort development and trampling by humans and livestock (6). However it is now widely accepted that chytrid fungus is a major (if not the primary) cause of their continuous decline (9).,A Recovery Plan for the corroboree frog has been published by the National Parks and Wildlife Service of New South Wales (5). This plan identifies the urgent need for more population data and investigation into the cause of the continuing decline in numbers. Research into captive breeding techniques will also be undertaken (5). In the short term the plan aims to halt the precipitous decline of this species and then work to restore this colourful frog to much of its former range (5). , ,captive breeding; ,0,1.0,yes,0
7270122,4152,918,4152,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    Infrastructure development for human settlement and tourist facilities, as well as the disturbance of the habitat by tourists, is the major threat to this species.

    
  ","['\n    It is known from two protected areas, and the naval station affords the species some level of protection.\n\n    \n  ']",Stable,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus etheridgei,yes,918,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes,0
4889806,6251,617,6251,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Kalimantan, Sumatera); Malaysia (Peninsular Malaysia, Sabah, Sarawak); ",,,,"
    Critically Endangered


    A1cd

    ",2,Shorea johorensis,yes,617,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,0,0.0,yes,0
5677856,2801,717,2801,,Nepenthes,Nepenthaceae,Terrestrial,Indonesia (Kalimantan); ,,['\n    On CITES Appendix II.\n\n    \n  '],,"
    Endangered


    B1+2e

    ",1,Nepenthes boschiana,yes,717,Nepenthes boschiana,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 5m (2)Pitcher height: 20 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  In Indonesia habitat destruction is a major problem as a result of illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes boschiana</i> is not found in any national park or protected area (8) and has a highly localised distribution making this species particularly susceptible to extinction through habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes boschiana</i> take longer to recover than lowland plants after such events as growth is slower (2).,Although listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3) trade is very difficult to regulate.  There is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes boschiana</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and establishment of habitat reserves (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,1
