_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,_id.1,ltable_id.1,rtable_id.1,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim,label
7273442,7472,918,"la selle dusky frog, mables robber frog",Eleutherodactylus,Eleutherodactylidae,Terrestrial,Dominican Republic; Haiti; ,"
    The primary threat to this species is severe habitat destruction (even in the protected areas of Parc National Morne La Visite and Parque Nacional Sierra de Baoruco) as a result of logging by local people (charcoaling), and slash-and-burn agriculture.

    
  ","['\n    Although the species does occur in the Parc National Morne La Visite in Haiti, there is no management of this area for conservation, and the habitat continues to be lost. It is also known from Parque Nacional Sierra de Baoruco in the Dominican Republic, which is better-managed, but is nonetheless still suffering from significant habitat degradation. The maintenance of remaining suitable habitat across the range of the species and improved protection of existing protected areas is essential.\n\n    \n  ']",Decreasing,Critically Endangered,2,Eleutherodactylus jugans,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,7273442,7472,918,0.0,0.0,0.0,0.0,0.0,0.5203703703703704,24,0.11111111111111116,-5.0,4.0,1,1.0,0.0,1.0,1,0.0,1,0
5244688,4958,662,,Cobitis,Cobitidae,Freshwater,Ukraine; ,"
    High levels of water abstraction, leaving very low levels of water in spring and summer. The abstraction rate is likely to increase so the river below Chornaya Gorge may end up dry. Currently the river only runs for about 1km below Chornaya Gorge in spring. Climate change also poses a threat to the species as the severity of droughts are predicted to increase.

    
  ",['\n    No information.\n\n    \n  '],Unknown,Critically Endangered,1,Cobitis taurica,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,Endangered,['Mexico'],1,3,5244688,4958,662,,,0.0,0.0,0.0,0.3074074074074074,9,0.09999999999999998,0.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
1714176,4536,216,central anatolian spined loach,Cobitis,Cobitidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    Droughts due to over exploitation of surface and groundwater is the main threat to the species. Climate change will lead to less rainfall in the area and this will increase the pressure of an increasing human population on smaller and smaller freshwater resources used for domestic and agricultural purposes. Dams built to retain water for irrigation usually leave the downstream sections of the EregliÃÂ and MendesÃÂ dry in late summer.

    
  ","['\n', <p><span class=""st""><span lang=""EN-GB"">There is no conservation action in place for this species. One site, Melendiz, is situated in a protected area but the protection is not aimed for freshwater biodiversity. As most sites are well known and under strong pressure, there should be some siteÃÂ managementÃÂ and protection. Furthermore, the area should be better explored to seach for additional sites.</span></span></p>, '\n']",Decreasing,Endangered,1,Cobitis turcica,Cobitis turcica,cobitis ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Maximum length: 8.1 cm (2),The distribution of <em>Cobitis turcica</em> can be split into five separate populations all of which are under threat and in decline. Drought and water pollution are the main threats while competition with introduced species including <em>Sander lucioperca</em> is also thought to be affecting this species. In total <em>Cobitis turcica</em> is thought to occupy an area no greater than 500 square kilometres (1).,<em>Cobitis turcica</em> has not been the target of any known conservation measures. ,pet;pollution; , ,Endangered,['Falkland Islands'],1,2,1714176,4536,216,0.024390243902439025,0.0,0.0,0.0,0.0,0.4166666666666667,23,0.07999999999999996,-3.0,2.0,1,1.0,0.0,1.0,1,0.0,1,1
4143501,3956,523,,Incilius,Bufonidae,Terrestrial; Freshwater,Mexico; ,"
    The main threats are the fragmentation and disturbance of the cloud and rainforest habitat, which results in the disappearance of streams and a decrease in the humidity of the leaf-litter.

    
  ","['\n    The range of the species is not within any protected area, and only the preservation and restoration of cloud forest patches in the Sierra de JuÃÂ¡rez and the Sierra Mixe can guarantee the preservation of suitable conditions for the survival of this species. Further survey work is necessary to determine the current population status of this species.\n\n    \n  ']",Decreasing,Endangered,1,Incilius spiculatus,Incilius gemmifer,jeweled toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius ,Snout-vent length: up to 8 cm (2),The main threat to the jeweled toad is habitat loss due to the spread of agriculture the expansion of plantations and wood extraction. Its population is believed to be small and declining and its highly restricted distribution puts it at particular risk of extinction (1).,The jeweled toad is legally protected in Mexico but its only real chance of survival is likely to be the effective protection of suburban and tropical dry areas around Acapulco (1). ,loss;disease;pollution; ,captive breeding;protected; ,Endangered,"['Cambodia', 'Vietnam']",2,3,4143501,3956,523,,,0.0,0.0,0.0,0.39070048309178745,21,0.08695652173913049,-13.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
5709519,2804,721,,Nepenthes,Nepenthaceae,Terrestrial,Malaysia (Peninsular Malaysia); ,,['\n    On CITES Appendix II.\n\n    \n  '],,Endangered,1,Nepenthes gracillima,Nepenthes burbidgeae,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 15 m (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Indonesia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes burbidgeae</i> has a highly localised distribution making this species particularly susceptible to extinction throught habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes burbidgeae</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes burbidgeae</i> is found only on Mount Kinabalu which is situated within Kinabalu National Park.  This regionÃ¢??s protected status along with the inaccessibility of many areas offers this species some degree of protection particularly from collectors (2). It is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3).  However trade is very difficult to regulate as there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes burbidgeae</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and the establishment of habitat reserves (8). ,loss;environmental;environment; ,cites;protected; ,Critically Endangered,"['Mali', 'Chad', 'Niger', 'Mauritania']",4,3,5709519,2804,721,,,0.015873015873015872,0.0,0.0,0.5282648315736551,31,0.2051282051282052,0.0,4.0,0,0.25,1.0,0.0,0,0.0,0,0
9097111,2776,1149,"germains langur, germains silver langur, indochinese lutung, indochinese silvered langur",Trachypithecus,Cercopithecidae,Terrestrial,Cambodia; Lao People's Democratic Republic; Myanmar; Thailand; Viet Nam; ,"
    The major threats to this species are hunting, mainly for subsistence use and traditional Ã¢??medicineÃ¢??, the pet trade and habitat loss, mainly due to agricultural expansion.

    
  ","['\n    This species is listed on CITES Appendix II. It has been recorded from Phu Quoc National Park (Viet Nam), and probably still occurs in Cat Tien National Park (Viet Nam), and it occurs in several protected areas in Thailand. Further survey and taxonomic work is needed to elucidate and better understand the population status and limits of distribution of this species, and especially to resolve the status of the form ', <em>margarita</em>, ' relative to ', <em>germaini</em>, '.\n\n    \n  ']",Decreasing,Endangered,5,Trachypithecus germaini,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 Ã¢?? 62 cm (2)Female head-to-body length: 57 Ã¢?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 Ã¢?? 86 cm (2)Male weight: 7.5 Ã¢?? 10.5 kg (2)Female weight: 6.2 Ã¢?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade DelacourÃ¢??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise VietnamÃ¢??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of DelacourÃ¢??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of DelacourÃ¢??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where DelacourÃ¢??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of DelacourÃ¢??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect DelacourÃ¢??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,Critically Endangered,"['Bolivia', 'Uruguay']",2,3,9097111,2776,1149,0.08955223880597014,0.125,0.0,0.0,0.0,0.4290161892901619,65,0.1095890410958904,-43.0,3.0,0,0.4,1.0,0.0,0,0.0,0,0
4889884,6329,617,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); ,,['\n    Also occurs in some primary forest reserves.\n\n    \n  '],,Critically Endangered,1,Shorea rugosa,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,4889884,6329,617,0.21739130434782608,0.3333333333333333,0.2058823529411765,0.0,0.0,0.6891025641025642,17,0.29166666666666663,-6.0,9.0,1,1.0,0.0,1.0,0,1.0,1,0
1377540,330,174,,Mammillaria,Cactaceae,Terrestrial,Guatemala; Honduras; Mexico (Chiapas); Nicaragua; ,"
    There are no known major threats in Chiapas and Guatemala, however some populations are declining due to habitat loss from expanding cattle ranching (lower elevations) and small scale farming and cultivation (higher elevations) (M. Ishiki and M. VÃÂ©liz pers. comm. 2009). Subpopulations are affected by cattle trampling (M. VÃÂ©liz pers. comm. 2009).

    
  ","['\n    The species is listed in the Nicaruguan Red List (Weaver ', <span style=""font-style: italic;"">et al.</span>, ' 2003). The species is legally protected in Guatemala, and it is included in the national list of threatened species (CONAP 2006).  In Chiapas and Guatemala the species does not occur in protected areas.\n\n    \n  ']",Unknown,Endangered,4,Mammillaria eichlamii,Mammillaria pectinifera,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae(1),Mammillaria ,Stem diameter: 3 cm (2)Flower length: 2.5 cm (2),Collectors have prized this distinctive and unusual cactus over the years and well-known sites have suffered from extensive exploitation (2). Only two populations of <em>Mammillaria pectinifera</em> are currently known to persist in the wild and their position is increasingly precarious due to the small isolated number of individuals and ongoing habitat disturbance. Quarrying and the dumping of rubbish are worrying threats in the area that contains the greatest number of individual plants (2).,International trade in plants and seeds of wild origin is banned by the listing of <i>Mammillaria pectinifera</i> on Appendix I of the Convention on International Trade in Endangered Species (CITES) (3). In addition the demand for this species is being increasingly met by seed-raised plants thus reducing the pressure on wild populations (2). Further field studies are needed in the area in the hope of uncovering additional wild populations; constant monitoring of known sites is also required in order to raise the alarm for a rescue mission should this become necessary (2). , ,cites; ,Endangered,"['Dominican Republic', 'Haiti']",2,0,1377540,330,174,,,0.012048192771084338,0.0,0.0,0.5079928315412187,42,0.16000000000000006,-11.0,4.0,0,0.5,1.0,0.0,1,0.0,0,0
2264345,655,286,,Brookesia,Chamaeleonidae,Terrestrial,Madagascar; ,"
    The major threats to Ankarafantsika include bush fires, cattle grazing, and deforestation for charcoal collection (Ramanamanjato and Rabibisoa 2002). Fire is widespread within the park boundary (R. Jenkins pers. comm. June 2011).

    
  ","[""\n    This species is protected under Malagasy law but collection from the wild is permitted with authorization. Collection from within Parc National d'Ankarafantsika is prohibited. The taxonomy of this species needs to be clarified, and more information is needed on its distribution, ecological requirements and the impact of threatening processes. The reserve itself should be managed to limit the encroachment of damaging human activities.\n\n    \n  ""]",Decreasing,Endangered,1,Brookesia dentata,Brookesia exarmata,dwarf chameleon ,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia ,0.5 g (2),There are few threats to the dwarf chameleon. There is very low commercial demand for this tiny chameleon and currently no legal export quota for this species exists<em>. </em>However the continued degradation of the dry forest in and around Tsingy de Bemaraha National Park is cause for concern because even small changes to forest structure might have a negative impact on this species (5).,The dwarf chameleon occurs in the Tsingy de Bemaraha National Park and probably also the Bemaraha Strict Nature Reserve (6) (7). Protected areas provide this species with some protection but do not completely eliminate the threats of illegal harvesting and habitat degradation as a result of fires cattle damage and timber exploitation (5) (7).Â The dwarf chameleon is also listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that trade in this species should be carefully controlled in order to be compatible with their survival (1).Â  , ,cites;protected; ,Endangered,"['Colombia', 'Spain']",2,0,2264345,655,286,,,0.0,0.0,0.0,0.3531746031746032,19,0.09523809523809523,-7.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
5044745,2890,637,,Podocarpus,Podocarpaceae,Terrestrial,Philippines; ,"
    In three of the four known localities Google Earth satellite imagery indicates encroachment of human habitation and roads as well as deforestation. One locality, Mt Santo Tomas, has a road to the summit where numerous radar and telephone masts are located. This peak is also a popular hiking destination and the slopes have largely been cleared for small scale agriculture. From this it is inferred that the species, though possibly occurring in other localities not yet known, has undergone or is in decline as the forest it occurs in is in retreat. Its use as a special utility wood also means it will be cut selectively, further increasing pressure on the population of mature trees. None of the known localities is in a protected area.

    
  ","[""\n    Surveys are required to establish this species' distribution and to determine its status within its known localities.\n\n    \n  ""]",Decreasing,Endangered,1,Podocarpus macrocarpus,Podocarpus nakaii,nakai podocarp ,Plantae,Tracheophyta,Coniferopsida,Coniferales,Podocarpaceae,Podocarpus ,Height: up to 18 m (2) (3)Trunk diameter: up to 1.8 m (2) (3),Little information is available on the threats faced by <em>Podocarpus nakaii</em>. However its populations are small and isolated and are likely to be threatened by increasing human settlement agriculture and forest management activitiesÂ (1).,There are no specific conservation measures currently known to be in place for <em>Podocarpus nakaii</em>. More information will be needed on this Endangered conifer and the threats it faces before appropriate conservation action can be taken to protect it. , , ,Endangered,[],0,0,5044745,2890,637,,,0.0,0.0,0.0,0.0,13,0.0,-11.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0
6178127,4427,780,"veracruz mushroomtongue salamander, veracruz salamander ",Bolitoglossa,Plethodontidae,Terrestrial,Mexico; ,"
    The main threat to it is further opening up of its habitat due to expanding agriculture and increasing wood extraction.

    
  ","['\n    It occurs in Los Chimalapas, which is poorly protected. This species is protected by Mexican law under the ""Special Protection"" category (Pr).\n\n    \n  ']",Decreasing,Endangered,1,Bolitoglossa veracrucis,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),SalvinÃ¢??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for SalvinÃ¢??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,Critically Endangered,"['Bermuda', 'South Africa', 'United States']",3,4,6178127,4427,780,0.54,0.4,0.0,0.0,0.0,0.4462121212121212,40,0.09090909090909094,-32.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
5251546,3901,663,,Cobitis,Cobitidae,Freshwater,Portugal; Spain; ,"
    Habitat destruction (due to gravel extraction), water pollution and introduction of exotic fish species (e.g., pike in the Duero river).

    
  ",['\n    Listed in the Appendix III of the Bern Convention.\n\n    \n  '],Decreasing,Endangered,2,Cobitis calderoni,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,Endangered,['Ethiopia'],1,3,5251546,3901,663,,,0.0,0.0,0.0,0.4035947712418301,14,0.17647058823529416,-2.0,1.0,0,0.5,1.0,0.0,1,0.0,1,1
2111648,6258,266,,Shorea,Dipterocarpaceae,Terrestrial,Philippines; ,"
    It is heavily exploited as the most important red meranti timber in the country.

    
  ",['\n    Subpopulations are recorded in some forest reserves.\n\n    \n  '],,Critically Endangered,1,Shorea polysperma,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,2111648,6258,266,,,0.0,0.0,0.0,0.473436285936286,29,0.12121212121212124,-16.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
5701565,2765,720,,Nepenthes,Nepenthaceae,Terrestrial,Philippines; ,,['\n    Currently listed on CITES Appendix II.\n\n    \n  '],,Endangered,1,Nepenthes bellii,Nepenthes burbidgeae,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 15 m (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Indonesia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes burbidgeae</i> has a highly localised distribution making this species particularly susceptible to extinction throught habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes burbidgeae</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes burbidgeae</i> is found only on Mount Kinabalu which is situated within Kinabalu National Park.  This regionÃ¢??s protected status along with the inaccessibility of many areas offers this species some degree of protection particularly from collectors (2). It is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3).  However trade is very difficult to regulate as there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes burbidgeae</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and the establishment of habitat reserves (8). ,loss;environmental;environment; ,cites;protected; ,Endangered,['Cuba'],1,3,5701565,2765,720,,,0.0,0.0,0.0,0.0,13,0.0,-5.0,0.0,1,1.0,0.0,1.0,1,0.0,1,0
8156961,4511,1030,"acklins ground iguana, central bahamian rock iguana, san salvador ground iguana, san salvador iguana, watling island iguana, white cay ground iguana",Cyclura,Iguanidae,,Bahamas; ,,['\n    It is listed on CITES Appendix I.\n\n    \n  '],,Endangered,1,Cyclura rileyi,Cyclura carinata,bahamas rock iguana ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura ,Male snout-to-vent length: up to360 mm (2)Female snout-to-vent length: up to290 mm (2)Male weight: up to1.86 kg (2)Female weight: up to1.14 kg (2),At least 13 iguana subpopulations most on relatively large islands have disappeared over the last 20 years predominantly due to ongoing habitat loss and the spread of introduced or feral mammal predators with this decline apparently accelerating (1). The primary threat in the Turks and Caicos Islands is introduced mammals such as cats dogs and rats which managed to almost completely destroy one population of 5000 iguanas on Pine Cay in just three years (5). Worryingly feral cats have recently crossed a newly formed sand spit from Pine and Water Cay to Little Water Cay an important nature reserve that was previously cat-free. Feral livestock such as goats cows donkeys and horses also pose a significant threat through competing for food altering vegetation compositions of the islands and trampling soft substrates where these iguanas borrow and nest. Development for tourism is an increasing cause of habitat loss and an additional cause for concern. The population of the BartschÃ¢??s iguana subspecies on Booby Cay has been protected to a degree by the fact that the cay is not readily accessible from the settlements on Mayaguana minimising disturbance. The main immediate threat to this population on Booby Cay is the presence of goats which are over-browsing vegetation and causing extensive habitat degradation. Environmental catastrophes here such as hurricanes or storm surges also pose a very real danger (1).,Many of the Turks and Caicos Islands are protected by being encompassed in national parks nature reserves and sanctuaries a number of which support Bahamas rock iguana populations. Unfortunately many of these reserves still suffer from the effects of introduced mammals and few government resources have been allocated to maintain or enforce protection of non-marine parks (1). However the establishment of the National Trust for the Turks and Caicos Islands in 1994 has significantly increased the conservation of terrestrial wildlife. The National Trust has been granted stewardship of Little Water Cay and similar transfers of Little Ambergris and East Bay Cays are currently pending. On Little Water Cay boardwalks and observation towers have been constructed at two popular landing sites to reduce the damaging impacts of tourism and a visitation fee has been implemented with the proceeds going towards supporting conservation activities. A trapping programme to remove feral cats from Pine Water and (if necessary) Little Water Cays has also been established by the National Trust (5). ,loss;poaching;environmental;environment;pet; ,protected; ,Critically Endangered,['Indonesia'],1,5,8156961,4511,1030,0.13978494623655913,0.14285714285714285,0.0,0.0,0.0,0.292022792022792,12,0.07692307692307687,-3.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
4889664,6109,617,,Shorea,Dipterocarpaceae,,Malaysia (Sarawak); ,,['\n    Some subpopulations occur in primary forest reserves.\n\n    \n  '],,Critically Endangered,1,Shorea pubistyla,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,4889664,6109,617,,,0.027777777777777776,0.0,0.0,0.2935897435897436,19,0.05000000000000005,-6.0,3.0,1,1.0,0.0,1.0,0,0.0,1,0
