,id,scientific_name,name,kingdom,phylum,class,order,family,genus,size,threats,conservation,threat_keywords,conservation_keywords,tCount,cCount
940,940,Hoolock hoolock,western hoolock gibbon ,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock ,5.5 ‚?? 5.6 kg (2),Populations of western hoolock gibbon are reported to have declined by a shocking 90 percent over the past 30 years as the result of numerous human activities (7) and it is now considered to be one of the most endangered 25 primate species in the world (8). As people expand their agricultural activities into forests establish tea gardens and coffee estates undertake logging and carry out other development projects forest habitat is steadily fragmented and reduced. When forests are fragmented the gibbon must spend more time on the ground moving between forest patches; at these moments it becomes extremely vulnerable to both domestic and wild dogs (7). Adding to the threat of habitat loss is the pressure of hunting with people hunting this charismatic primate for food traditional medicine and the pet trade; unfortunately the gibbon‚??s beautiful songs act as a signal that guides hunters directly to them (7).,Ironically while humans have pushed the western hoolock gibbon into its precarious situation this species is now entirely dependent on human action for its survival (8). The western hoolock gibbon occurs in numerous protected areas throughout its range (1) is listed on Schedule I of the Indian Wildlife (Protection) Act of 1972 (1) (9) and organisations are working together to carry out many other conservation actions (10). Hopefully enough will be done in time to save the western hoolock gibbon; a vital member of its habitat and a flagship species for Asia‚??s forests (7). ,loss;hunting;pet; ,protected; ,3,1.0
941,941,Amietophrynus pantherinus,western leopard toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Amietophrynus ,Length: up to 14 cm (2),Although it may tolerate a degree of habitat alteration often being found in urban and suburban areas the western leopard toad is under threat from increased urbanisation housing development and agricultural expansion within its already limited range (1) (2) (3). Road kills may pose a significant threat particularly during the breeding season when the toads migrate to the breeding sites (1) (2) and urban development can also increase the physical barriers to such movements (2). In addition artificial water bodies with vertical sides such as swimming pools and stormwater drains can present death traps to toads while further threats at some breeding sites include pollution and introduced species such as predatory fish invasive plants and captive ducks which can consume eggs and tadpoles. The replacement of lawns and flowerbeds with stone and paving may also be reducing available foraging habitat (2) and there is increasing concern that the introduced guttural toad <i>Amietophrynus gutturalis</i> may compete with the western leopard toad for food and resources (8). An isolated population in the east of the range appears to be most under threat despite occurring in the least urbanised habitat (9).,The western leopard toad is legally protected within South Africa (2) and also occurs in some protected areas such as the Agulhas National Park and in the northern parts of Cape of Good Hope Nature Reserve. However most of its habitat occurs outside of reserves and is unprotected (1) (2). Fortunately a number of organisations are working to involve the public and private landholders in the toad‚??s conservation. In 2007 the Western Leopard Toad Conservation Committee (WLT-CC) was formed and are helping to draft a Biodiversity Management Plan for the species (2) (9). Volunteers help rescue toads from roads during the breeding season and photographs sent in by the public are being used to monitor the toad population identifying individuals by their unique markings (2) (5). Genetic studies radio-tracking and monitoring of the invasive guttural toad are also underway (2) (5) (8) and local residents have been given advice on making swimming pools safer for toads (2). By raising awareness of urban conservation issues and promoting more ‚??ecofriendly‚?? gardening practices the conservation of this beautiful amphibian is also likely to benefit a range of other wildlife in the Cape Province (2). ,invasive;pet;pollution; ,protected; ,3,1.0
942,942,Amietophrynus pantherinus,western leopard toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Amietophrynus ,Length: up to 14 cm (2),Although it may tolerate a degree of habitat alteration often being found in urban and suburban areas the western leopard toad is under threat from increased urbanisation housing development and agricultural expansion within its already limited range (1) (2) (3). Road kills may pose a significant threat particularly during the breeding season when the toads migrate to the breeding sites (1) (2) and urban development can also increase the physical barriers to such movements (2). In addition artificial water bodies with vertical sides such as swimming pools and stormwater drains can present death traps to toads while further threats at some breeding sites include pollution and introduced species such as predatory fish invasive plants and captive ducks which can consume eggs and tadpoles. The replacement of lawns and flowerbeds with stone and paving may also be reducing available foraging habitat (2) and there is increasing concern that the introduced guttural toad <i>Amietophrynus gutturalis</i> may compete with the western leopard toad for food and resources (8). An isolated population in the east of the range appears to be most under threat despite occurring in the least urbanised habitat (9).,The western leopard toad is legally protected within South Africa (2) and also occurs in some protected areas such as the Agulhas National Park and in the northern parts of Cape of Good Hope Nature Reserve. However most of its habitat occurs outside of reserves and is unprotected (1) (2). Fortunately a number of organisations are working to involve the public and private landholders in the toad‚??s conservation. In 2007 the Western Leopard Toad Conservation Committee (WLT-CC) was formed and are helping to draft a Biodiversity Management Plan for the species (2) (9). Volunteers help rescue toads from roads during the breeding season and photographs sent in by the public are being used to monitor the toad population identifying individuals by their unique markings (2) (5). Genetic studies radio-tracking and monitoring of the invasive guttural toad are also underway (2) (5) (8) and local residents have been given advice on making swimming pools safer for toads (2). By raising awareness of urban conservation issues and promoting more ‚??ecofriendly‚?? gardening practices the conservation of this beautiful amphibian is also likely to benefit a range of other wildlife in the Cape Province (2). ,invasive;pet;pollution; ,protected; ,3,1.0
943,943,Amietophrynus pantherinus,western leopard toad ,Animalia,Chordata,Amphibia,Anura,Bufonidae,Amietophrynus ,Length: up to 14 cm (2),Although it may tolerate a degree of habitat alteration often being found in urban and suburban areas the western leopard toad is under threat from increased urbanisation housing development and agricultural expansion within its already limited range (1) (2) (3). Road kills may pose a significant threat particularly during the breeding season when the toads migrate to the breeding sites (1) (2) and urban development can also increase the physical barriers to such movements (2). In addition artificial water bodies with vertical sides such as swimming pools and stormwater drains can present death traps to toads while further threats at some breeding sites include pollution and introduced species such as predatory fish invasive plants and captive ducks which can consume eggs and tadpoles. The replacement of lawns and flowerbeds with stone and paving may also be reducing available foraging habitat (2) and there is increasing concern that the introduced guttural toad <i>Amietophrynus gutturalis</i> may compete with the western leopard toad for food and resources (8). An isolated population in the east of the range appears to be most under threat despite occurring in the least urbanised habitat (9).,The western leopard toad is legally protected within South Africa (2) and also occurs in some protected areas such as the Agulhas National Park and in the northern parts of Cape of Good Hope Nature Reserve. However most of its habitat occurs outside of reserves and is unprotected (1) (2). Fortunately a number of organisations are working to involve the public and private landholders in the toad‚??s conservation. In 2007 the Western Leopard Toad Conservation Committee (WLT-CC) was formed and are helping to draft a Biodiversity Management Plan for the species (2) (9). Volunteers help rescue toads from roads during the breeding season and photographs sent in by the public are being used to monitor the toad population identifying individuals by their unique markings (2) (5). Genetic studies radio-tracking and monitoring of the invasive guttural toad are also underway (2) (5) (8) and local residents have been given advice on making swimming pools safer for toads (2). By raising awareness of urban conservation issues and promoting more ‚??ecofriendly‚?? gardening practices the conservation of this beautiful amphibian is also likely to benefit a range of other wildlife in the Cape Province (2). ,invasive;pet;pollution; ,protected; ,3,1.0
944,944,Procolobus badius,western red colobus ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Procolobus ,5.1 - 11.3 kg (2),One of the main causes of the decline in the western red colobus is hunting especially in the eastern parts of its range. This species has been heavily impacted by both subsistence and commercial hunting with the bay colobus (<em>P. b. badius</em>) and Miss Waldron‚??s red colobus (<em>P. b. waldroni</em>) particularly at risk (1). Hunting pressure is believed to have caused the possible extinction of Miss Waldron‚??s red colobus (8).,The western red colobus is listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that any international trade in this species should be carefully regulated (3). It is also listed as a Class B species under the African Convention on the Conservation of Nature and Natural Resources which means it should only be legally captured or killed with special authorisation (9). The western red colobus occurs in a number of protected areas throughout its range (1). ,loss;hunting; ,cites;protected; ,2,2.0
945,945,Procolobus badius,western red colobus ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Procolobus ,5.1 - 11.3 kg (2),One of the main causes of the decline in the western red colobus is hunting especially in the eastern parts of its range. This species has been heavily impacted by both subsistence and commercial hunting with the bay colobus (<em>P. b. badius</em>) and Miss Waldron‚??s red colobus (<em>P. b. waldroni</em>) particularly at risk (1). Hunting pressure is believed to have caused the possible extinction of Miss Waldron‚??s red colobus (8).,The western red colobus is listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that any international trade in this species should be carefully regulated (3). It is also listed as a Class B species under the African Convention on the Conservation of Nature and Natural Resources which means it should only be legally captured or killed with special authorisation (9). The western red colobus occurs in a number of protected areas throughout its range (1). ,loss;hunting; ,cites;protected; ,2,2.0
946,946,Achondrostoma occidentale,western ruivaco ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Achondrostoma ,Length: up to 11.9 cm (2)Weight : up to 26.5 g (2),The western ruivaco is threatened with pollution from industry agriculture and sewage plants (1) and is now found only in small isolated areas upstream of major pollution sources (3) (4). Summer droughts and the illegal removal of water for intensive agriculture has reduced the habitat of this threatened fish and had a major impact on its population (2).The surviving populations of the western ruivaco are very small (4) and it is thought that the population in the Safarujo may have been lost after the stream dried up (1).,There are currently no known conservation projects relating to the western ruivaco (1) (4) but there have been pilot captive breeding studies which could be useful if reintroductions become necessary (2). This study took a population of 16 adult western ruivaco from the Alcabrichel River for captive breeding (2) and showedencouraging results. Measures to restore the rivers inhabited by the western ruivaco have also been recommended to protect this highly threatened fish (4). ,pollution; ,captive breeding; ,1,1.0
947,947,Achondrostoma occidentale,western ruivaco ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Achondrostoma ,Length: up to 11.9 cm (2)Weight : up to 26.5 g (2),The western ruivaco is threatened with pollution from industry agriculture and sewage plants (1) and is now found only in small isolated areas upstream of major pollution sources (3) (4). Summer droughts and the illegal removal of water for intensive agriculture has reduced the habitat of this threatened fish and had a major impact on its population (2).The surviving populations of the western ruivaco are very small (4) and it is thought that the population in the Safarujo may have been lost after the stream dried up (1).,There are currently no known conservation projects relating to the western ruivaco (1) (4) but there have been pilot captive breeding studies which could be useful if reintroductions become necessary (2). This study took a population of 16 adult western ruivaco from the Alcabrichel River for captive breeding (2) and showedencouraging results. Measures to restore the rivers inhabited by the western ruivaco have also been recommended to protect this highly threatened fish (4). ,pollution; ,captive breeding; ,1,1.0
948,948,Avahi occidentalis,western woolly lemur ,Animalia,Chordata,Mammalia,Primates,Indriidae,Avahi ,700 ‚?? 900 g (2),15 species of lemur have become extinct since sea-faring humans arrived on Madagascar‚??s shores around 2000 years ago and humanity is still wreaking ecological destruction on the island (7). Habitat destruction through forest felling and burning poses the principle threat to the biodiversity on Madagascar including the western woolly lemur (2). Small-scale but widespread clearing of forests is conducted for firewood cattle grazing charcoal production and construction materials. In the dry season people often set brush fires to clear pasture for cattle but the fires frequently burn out of control and threaten protected areas (8). Hunting also occurs in some regions. These factors coupled with the species‚?? restricted range give cause for concern (2).,The western woolly lemur is confirmed in only two protected areas Ankarafantsika Nature Reserve and Manongarivo Special Reserve although this species has also been reported in Ankarana Special Reserve (2) (4). It has so far been impossible to keep western woolly monkeys in captivity probably because of their highly selective <strong>folivorous</strong> diet. It appears therefore that conservation of forests in situ where this species occurs is the best viable option of protecting the western woolly lemur (6). ,hunting; ,protected; ,1,1.0
949,949,Avahi occidentalis,western woolly lemur ,Animalia,Chordata,Mammalia,Primates,Indriidae,Avahi ,700 ‚?? 900 g (2),15 species of lemur have become extinct since sea-faring humans arrived on Madagascar‚??s shores around 2000 years ago and humanity is still wreaking ecological destruction on the island (7). Habitat destruction through forest felling and burning poses the principle threat to the biodiversity on Madagascar including the western woolly lemur (2). Small-scale but widespread clearing of forests is conducted for firewood cattle grazing charcoal production and construction materials. In the dry season people often set brush fires to clear pasture for cattle but the fires frequently burn out of control and threaten protected areas (8). Hunting also occurs in some regions. These factors coupled with the species‚?? restricted range give cause for concern (2).,The western woolly lemur is confirmed in only two protected areas Ankarafantsika Nature Reserve and Manongarivo Special Reserve although this species has also been reported in Ankarana Special Reserve (2) (4). It has so far been impossible to keep western woolly monkeys in captivity probably because of their highly selective <strong>folivorous</strong> diet. It appears therefore that conservation of forests in situ where this species occurs is the best viable option of protecting the western woolly lemur (6). ,hunting; ,protected; ,1,1.0
950,950,Epigomphus westfalli,westfalls knobtail ,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Epigomphus ,,Westfall‚??s knobtail is known from only two locations and much of its known range has been deforested with ongoing habitat loss posing a serious threat to the species (1).,There are currently no known conservation measures targeting this species but there is an urgent need to search for other subpopulations and to determine the extent of suitable habitat remaining in the general area (1). ,loss; , ,1,0.0
951,951,Gallicolumba hoedtii,wetar ground dove ,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba ,Length: 27 cm (2),The Wetar ground-dove population is estimated to be in the low thousands on Wetar and its tame nature and specialised habitat use places it under threat (6). Wetar is regarded as one of the most biologically intact islands in Indonesia but there is a strong push for development from both the Indonesian government and local inhabitants (6). Habitat loss from gold mining road construction timber logging and agricultural expansion represents a major threat in addition to hunting in lowland forest and climate change (6) (8).,Wetar has some of the most intact monsoon forest in Asia and is consequently home to large populations of a number of <strong>endemic</strong> bird species making conservation of this forest crucial. The Bekau Huhun Nature Reserve currently covers a large area in central-west Wetar; however the boundary does not yet extend to the Naumatang Gorge area where the Wetar ground-dove is locally common (6). In Timor there is a WWF initiative to extend the Gunung Mutis protected area in West Timor and designate the area a National Park and further areas important for the islands‚?? <strong>endemic</strong> bird species have been identified (4).Several reserves have also been proposed in Timor-Leste to protect some of the remaining forest (8). ,loss;hunting; ,protected;wwf; ,2,2.0
952,952,Gallicolumba hoedtii,wetar ground dove ,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba ,Length: 27 cm (2),The Wetar ground-dove population is estimated to be in the low thousands on Wetar and its tame nature and specialised habitat use places it under threat (6). Wetar is regarded as one of the most biologically intact islands in Indonesia but there is a strong push for development from both the Indonesian government and local inhabitants (6). Habitat loss from gold mining road construction timber logging and agricultural expansion represents a major threat in addition to hunting in lowland forest and climate change (6) (8).,Wetar has some of the most intact monsoon forest in Asia and is consequently home to large populations of a number of <strong>endemic</strong> bird species making conservation of this forest crucial. The Bekau Huhun Nature Reserve currently covers a large area in central-west Wetar; however the boundary does not yet extend to the Naumatang Gorge area where the Wetar ground-dove is locally common (6). In Timor there is a WWF initiative to extend the Gunung Mutis protected area in West Timor and designate the area a National Park and further areas important for the islands‚?? <strong>endemic</strong> bird species have been identified (4).Several reserves have also been proposed in Timor-Leste to protect some of the remaining forest (8). ,loss;hunting; ,protected;wwf; ,2,2.0
953,953,Gyps africanus,whitebacked vulture ,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Gyps ,4150 ‚?? 7200 g (2),The white-backed vulture has been impacted by a number of threats resulting in a decline in numbers in recent years. Consequently in 2012 the IUCN Red List uplisted the species from Near Threatened to Endangered (1). These population declines have been caused by a combination of factors: the loss and conversion of the vulture‚??s habitat for agriculture declines in wild <strong>ungulate</strong> populations reducing the availability of <strong>carrion</strong> hunting for use in traditional medicine capture for the illegal live trade (7) electrocution on electricity pylons drowning in farm reservoirs (8) persecution and poisoning (7).,A number of protected areas in Africa hold populations of white-backed vultures including Serengeti National Park in Tanzania a World Heritage Site (9). Yet the recent declines are worrying and further action is clearly required. Recommended measures include establishing legal protection for the species in all range countries establishing a vulture monitoring network and determining the most significant threats and seeking solutions (7). ,loss;hunting; ,protected; ,2,1.0
954,954,Ateles belzebuth,whitebellied spider monkey ,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles ,Female head-body length: 34 - 58 cm (2)Male head-body length: 42 - 50 cm (2)Female tail length: 61 - 88 cm (2)Male tail length: 69.5 - 82 cm (2)Female weight: 7.5 - 10.4 kg (2)Male weight: 7.3 - 9.8 kg (2),The most serious threats facing this spider monkey are hunting and deforestation for agriculture and for logging (1).,The white-bellied spider monkey occurs in a number of protected areas in Colombia (La Macarena Tinigua and Picachos) but there has been extensive human colonisation around these parks and so there is a need for hunting to be controlled in these areas. Unfortunately the presence of insurgents in some areas complicates park management (6). There is a substantial subpopulation of this species in Colombia between the Rios Caguan and Yari. This area is at the present time relatively isolated but developments that may enable colonists to move into the area will quickly endanger this subpopulation (6). ,hunting; ,protected; ,1,1.0
955,955,Eulemur cinereiceps,whitecollared brown lemur ,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur ,2 ‚?? 2.5 kg (2),Habitat destruction remains the primary threat to the species largely as a result of the explosive growth in the human population on Madagascar (3). In some areas hunting has also been reported (2). These threats coupled with the lemur‚??s very limited range give cause for considerable concern (2). Thus the white-collared brown lemur is listed as one of the world‚??s 25 most endangered primates (6).,Currently this lemur is found in two protected areas: Manombo Special Reserve and Andringitra National Park (6) although there is further concern here as the Andringitra population hybridizes with <i>Eulemur rufus</i> (5) (6). Recent surveys have also identified populations in unprotected forests such as Vevembe that could be added to existing parks and reserves (4). However the white-collared brown lemur currently remains Endangered and its fate will most probably be determined by the future of its diminishing forest habitat which needs to be better preserved if extinction of this animal is to be prevented. ,hunting; ,protected; ,1,1.0
956,956,Eulemur cinereiceps,whitecollared brown lemur ,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur ,2 ‚?? 2.5 kg (2),Habitat destruction remains the primary threat to the species largely as a result of the explosive growth in the human population on Madagascar (3). In some areas hunting has also been reported (2). These threats coupled with the lemur‚??s very limited range give cause for considerable concern (2). Thus the white-collared brown lemur is listed as one of the world‚??s 25 most endangered primates (6).,Currently this lemur is found in two protected areas: Manombo Special Reserve and Andringitra National Park (6) although there is further concern here as the Andringitra population hybridizes with <i>Eulemur rufus</i> (5) (6). Recent surveys have also identified populations in unprotected forests such as Vevembe that could be added to existing parks and reserves (4). However the white-collared brown lemur currently remains Endangered and its fate will most probably be determined by the future of its diminishing forest habitat which needs to be better preserved if extinction of this animal is to be prevented. ,hunting; ,protected; ,1,1.0
957,957,Himantura signifer,whiteedge freshwater whipray ,Animalia,Chordata,Chondrichthyes,Rajiformes,Dasyatidae,Himantura ,Total length: 200 cm (2)Maximum weight: 8000 g (2),Like a number of other freshwater ray species the white-edge freshwater whipray is under threat primarily by habitat loss and degradation as habitat is cleared to make way for new residential and industrial sites. Where this building occurs in river catchment areas alteration to the water supply and flow can negatively affect the freshwater habitat of this species (5).,A conservation project was initiated by the Thai government in the 1990s consisting of a breeding programme to boost populations upstream of dams (1). However this was unfortunately put on hold in 1996 and no definite conservation measures for this species have been in place since (1). ,loss;pollution; , ,2,0.0
958,958,Hylobates lar,whitehanded gibbon ,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates ,Head-body length: 45-50 cm (2)Male weight: c. 5.7 kg (3)Female weight: c.5.3 kg (3),Rapid loss of habitat poses the principle threat to gibbons placing their future in great peril (3) (8). With breathtaking speed the forests of Southeast Asia are being cut down due to logging and agriculture leaving forest inhabitants an ever smaller region in which to live. The white-handed gibbon is sometimes hunted for its meat (8) and the capture of young gibbons for the pet trade is rampant in some countries particularly Thailand (5). Frequently the mother is shot so that the young can be taken (5).,The white-handed gibbon is protected from international trade by its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (4). Other efforts are being made to save these primates such as national parks and reserves but they are not terribly effective as they are often poorly supervised and laws against capture un-enforced (8). The highest priority in protecting this primate must be given to preserving adequate areas of suitable habitat (3). Action is required now if we are to prevent this agile and intelligent lesser ape from becoming more critically endangered. ,loss;pet; ,cites;protected; ,2,2.0
959,959,Hylobates lar,whitehanded gibbon ,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates ,Head-body length: 45-50 cm (2)Male weight: c. 5.7 kg (3)Female weight: c.5.3 kg (3),Rapid loss of habitat poses the principle threat to gibbons placing their future in great peril (3) (8). With breathtaking speed the forests of Southeast Asia are being cut down due to logging and agriculture leaving forest inhabitants an ever smaller region in which to live. The white-handed gibbon is sometimes hunted for its meat (8) and the capture of young gibbons for the pet trade is rampant in some countries particularly Thailand (5). Frequently the mother is shot so that the young can be taken (5).,The white-handed gibbon is protected from international trade by its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (4). Other efforts are being made to save these primates such as national parks and reserves but they are not terribly effective as they are often poorly supervised and laws against capture un-enforced (8). The highest priority in protecting this primate must be given to preserving adequate areas of suitable habitat (3). Action is required now if we are to prevent this agile and intelligent lesser ape from becoming more critically endangered. ,loss;pet; ,cites;protected; ,2,2.0
960,960,Oxyura leucocephala,whiteheaded duck ,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura ,Length: 43 - 48 cm (2),This endangered duck faces several threats. The world population lies between 7910 to 13110 birds (2). At present the main threat to the Spanish population is its <strong>interbreeding</strong> with non-native North American ruddy ducks <i>Oxyura jamaicensis</i> which were brought to the UK in 1930s for captive wildfowl collections (8). Some young ruddy ducks escaped from captivity in 1952 and began to breed in the wild. The hybrids produced are fertile and therefore pose an increasing threat to the white-headed duck. The expansion of the ruddy duck could also threaten populations of white-headed duck across Asia (9). Evidence strongly suggests that UK birds are responsible for the ruddy duck's spread across Europe (10).,Ruddy duck populations are currently controlled in Spain Portugal and France. In the UK where the spread of the ruddy duck is believed to have originated the Government conducted a control trial that proved it is possible to eradicate the ruddy duck (11). <strong>Re-introduction</strong> schemes have also been conducted in Spain France and Italy to boost this species‚?? numbers. There is hope for the recovery of the white-headed duck not least because of Spain‚??s conservation achievement. In the 1970s there were only 22 individuals prompting dedicated conservation projects in Spain. These were hugely successful and there are now around 2500 ducks in Spain (12). It is hoped that other countries can follow Spain‚??s success to protect the white-headed duck. In 1996 a European Action Plan was published to unite Europe‚??s bird conservation groups and save the white-headed duck from extinction (5). ,loss;hunting;fishing;pollution; , ,4,0.0
961,961,Chiropotes albinasus,whitenosed saki ,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes ,Male head-body length: c. 42.7 cm (2)Female head-body length: c. 41.8 cm (2)Tail length: 30 - 50.7 cm (3),The white-nosed saki is mainly threatened by habitat destruction as its range has been divided by the Trans-Amazon highway. The Santar√©m-Cuiab√° highway provides easy access to the Xingu-Tapaj√≥s region making the forests vulnerable to clearance for soybean farms and infrastructure development. Soybean plantations currently threaten only a small portion of the white-nosed saki‚??s range but clearance for cattle ranching is also a threat (1).,As well as being listed on Appendix I of the Convention on International Trade in Endangered Species (CITES) (4) the white-nosed saki is protected under the Brazilian Endangered Species Act which prohibits the capture collection sale or export of this species (10). Its range also includes two reserves: the Parque Nacional da Amaz√¥nia and Floresta Nacional do Tapaj√≥s which offer this species some protection (1). However enforcing legislation in the region is difficult and further parks or reserves are recommended (10). , ,cites;protected;endangered species act; ,0,3.0
962,962,Rhinomyias albigularis,whitethroated jungleflycatcher ,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Rhinomyias ,Size: 17 cm (2),The white-throated jungle-flycatcher is in grave danger of extinction due to widespread habitat destruction within its lowland range. Forest on Guimaras has long since been cleared leading to the species extinction on the island and continued deforestation for shifting cultivation charcoal production and lumbar extraction threatens what little remains on Negros and Panay (2) (4). Illegal logging and harvesting of forest products such as tree ferns and rattans has been a particular problem at Ban-ban Negros and in 1991 forest at the site was considered unlikely to last more than a few years (2).,The white-throated jungle-flycatcher occurs in the tiny (0.5†km¬≤) Sampunong Bolo National Park and two proposed national parks on Panay one of which contains the largest block of remnant forest in the Western Visayas. On Negros populations have been recorded in recent years at Mt. Canlaon Natural Park although sadly it is thought little suitable habitat remains within this ‚??protected‚?? site (2). , ,protected; ,0,1.0
963,963,Rhinomyias albigularis,whitethroated jungleflycatcher ,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Rhinomyias ,Size: 17 cm (2),The white-throated jungle-flycatcher is in grave danger of extinction due to widespread habitat destruction within its lowland range. Forest on Guimaras has long since been cleared leading to the species extinction on the island and continued deforestation for shifting cultivation charcoal production and lumbar extraction threatens what little remains on Negros and Panay (2) (4). Illegal logging and harvesting of forest products such as tree ferns and rattans has been a particular problem at Ban-ban Negros and in 1991 forest at the site was considered unlikely to last more than a few years (2).,The white-throated jungle-flycatcher occurs in the tiny (0.5†km¬≤) Sampunong Bolo National Park and two proposed national parks on Panay one of which contains the largest block of remnant forest in the Western Visayas. On Negros populations have been recorded in recent years at Mt. Canlaon Natural Park although sadly it is thought little suitable habitat remains within this ‚??protected‚?? site (2). , ,protected; ,0,1.0
964,964,Ateles marginatus,whitewhiskered spider monkey ,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles ,Male head-body length: 50 cm (2)Female head-body length: 34 - 51 cm (2)Tail length: 61 - 75 cm (2)Female weight: 5.8 kg (2),The already restricted range of the white-whiskered spider monkey is cut by major highways such as the Transamazon and the Cuiab√°-Santar√©m and its habitat is subject to widespread deforestation and land conversion (1) (9). As with all spider monkeys this species is also particularly susceptible to hunting (1) (4) with a slow reproductive rate making it difficult for populations to recover from losses (1). The decline of the white-whiskered spider monkey is predicted to continue into the future particularly as vast areas of forest are cleared to make way for soy bean plantations (1).,The white-whiskered spider monkey occurs in a number of national forests in Brazil including the Tapaj√≥s National Forest and Xingu National Forest although more strictly protected areas will be needed for its conservation (1). Surveys are being carried out throughout the range of the white-whiskered spider monkey (1) and it has been chosen as a ‚??flagship‚?? species for the preservation of Cristalino State Park where it is still relatively abundant (9) (10). Fauna and Flora International and the Funda√ß√£o Ecol√≥gica Cristalino together with their community education programme Escola da Amaz√¥nia are working together to help protect the Cristalino State Park one of the most diverse areas in the region. It is hoped that promoting environmental awareness amongst local communities will go some way towards helping to conserve this charismatic monkey and its Amazon forest home (9) (10). ,loss;hunting; ,protected; ,2,1.0
965,965,Cairina scutulata,whitewinged duck ,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina ,Length: 66 ‚?? 81 cm (2),All populations found outside protected areas are believed to be at risk of extinction within 25 years due to habitat loss. Wetland drainage for land hydropower development fragmentation and deliberate burning all contribute to this projected loss. However even populations found within protected areas are not free from risk. They are frequently hunted for their good quality meat and often suffer from disturbance and habitat contamination by pollution and pesticides (4).,Whilst the white-winged duck is legally protected from hunting and egg collecting across its range enforcement of this protection is lacking. Education programmes have been implemented and proposed conservation measures include strengthening control of exploitation habitat management and control of pollution (4). ,loss;fragmentation;pollution; ,protected; ,3,1.0
966,966,Cairina scutulata,whitewinged duck ,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina ,Length: 66 ‚?? 81 cm (2),All populations found outside protected areas are believed to be at risk of extinction within 25 years due to habitat loss. Wetland drainage for land hydropower development fragmentation and deliberate burning all contribute to this projected loss. However even populations found within protected areas are not free from risk. They are frequently hunted for their good quality meat and often suffer from disturbance and habitat contamination by pollution and pesticides (4).,Whilst the white-winged duck is legally protected from hunting and egg collecting across its range enforcement of this protection is lacking. Education programmes have been implemented and proposed conservation measures include strengthening control of exploitation habitat management and control of pollution (4). ,loss;fragmentation;pollution; ,protected; ,3,1.0
967,967,Eleothreptus candicans,whitewinged nightjar ,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Eleothreptus ,Length: 19†- 21 cm (2)Male weight: 46 - 55 g (3) (4)Female weight: 51 - 56 g (4),Whilst the white-winged nightjar has a wide distribution within the range there is little suitable habitat left due to the spread of agriculture ranching and grass fires (5) (8). Fires are usually started by landowners trying to clear their pasture and promote grass re-growth and some spread uncontrolled into protected areas while other fires are sadly started deliberately for malicious reasons within reserves (9).,The white-winged nightjar is protected by law in Brazil and occurs in a few protected areas: Emas National Park Mbaracay√∫ Forest Nature Reserve and Beni Biological Station. However active fire management is required in these areas as while occasional small-scale fires create a mosaic of suitable vegetation extensive uncontrolled wildfires can be very destructive particularly if they occur during the breeding season (7).† , ,protected; ,0,1.0
968,968,Eleothreptus candicans,whitewinged nightjar ,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Eleothreptus ,Length: 19†- 21 cm (2)Male weight: 46 - 55 g (3) (4)Female weight: 51 - 56 g (4),Whilst the white-winged nightjar has a wide distribution within the range there is little suitable habitat left due to the spread of agriculture ranching and grass fires (5) (8). Fires are usually started by landowners trying to clear their pasture and promote grass re-growth and some spread uncontrolled into protected areas while other fires are sadly started deliberately for malicious reasons within reserves (9).,The white-winged nightjar is protected by law in Brazil and occurs in a few protected areas: Emas National Park Mbaracay√∫ Forest Nature Reserve and Beni Biological Station. However active fire management is required in these areas as while occasional small-scale fires create a mosaic of suitable vegetation extensive uncontrolled wildfires can be very destructive particularly if they occur during the breeding season (7).† , ,protected; ,0,1.0
