,id,name,genus,family,ecology,countries,threat_paragraph,conservation_paragraph,pop_trend,status,country_count,scientific_name
3412,3412,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    Rapid ongoing deforestation of Ecuador�??s coast. Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Has been collected in the Reserva Ecológica Mache-Chindul.\n\n    \n  '],,"
    Endangered


    A4c

    ",1,Passiflora discophora
3413,3413,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Passiflora harlingii
3414,3414,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    The area has been largely converted to pasture and it is not known if the species can persist in open areas, as many Passifloras do. Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not known to occur within Ecuador's protected areas network.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Passiflora linda
3415,3415,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Known to occur inside the Parque Nacional Podocarpus.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Passiflora loxensis
3416,3416,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    The area's vegetation is disturbed. Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not known to occur within Ecuador's protected areas network.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Passiflora luzmarina
3417,3417,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Known to occur inside the Reserva Geobotánica Pululahua.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Passiflora montana
3418,3418,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    The species is threatened by habitat destruction.

    
  ",['\n    Neither locale is inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    A4c; B1ab(iii)

    ",1,Passiflora subpurpurea
3419,3419,nan,Hyptis,Labiatae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Hyptis florida
3420,3420,nan,Hyptis,Labiatae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Hyptis pseudoglauca
3421,3421,nan,Salvia,Labiatae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Salvia ecuadorensis
3422,3422,nan,Salvia,Labiatae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Salvia loxensis
3423,3423,nan,Salvia,Labiatae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Salvia peregrina
3424,3424,nan,Salvia,Labiatae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Salvia unguella
3425,3425,nan,Aniba,Lauraceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Aniba pilosa
3426,3426,nan,Persea,Lauraceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Persea conferta
3427,3427,nan,Pleurothyrium,Lauraceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Pleurothyrium giganthum
3428,3428,nan,Pleurothyrium,Lauraceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Pleurothyrium obovatum
3429,3429,nan,Grias,Lecythidaceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Grias longirachis
3430,3430,nan,Nasa,Loasaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Nasa aequatoriana
3431,3431,nan,Nasa,Loasaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii); C1; D

    ",1,Nasa connectans
3432,3432,nan,Nasa,Loasaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Nasa peltata
3433,3433,nan,Nasa,Loasaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Nasa profundilobata
3434,3434,nan,Struthanthus,Loranthaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Struthanthus lojae
3435,3435,nan,Mascagnia,Malpighiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Mascagnia haenkeana
3436,3436,nan,Stigmaphyllon,Malpighiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Stigmaphyllon ecudorense
3437,3437,nan,Stigmaphyllon,Malpighiaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Stigmaphyllon eggersii
3438,3438,nan,Wissadula,Malvaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Wissadula diffusa
3439,3439,nan,Wissadula,Malvaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Wissadula divergens
3440,3440,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calathea anulque
3441,3441,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Calathea chimboracensis
3442,3442,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calathea hagbergii
3443,3443,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Calathea ischnosiphonoides
3444,3444,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    A2c; B1ab(iii)

    ",1,Calathea libbyana
3445,3445,nan,Calathea,Marantaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Calathea roseobracteata
3446,3446,nan,Monotagma,Marantaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Monotagma rudanii
3447,3447,nan,Marcgravia,Marcgraviaceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Marcgravia grandifolia
3448,3448,nan,Marcgraviastrum,Marcgraviaceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Marcgraviastrum sodiroi
3449,3449,nan,Axinaea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Axinaea sodiroi
3450,3450,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Blakea acostae
3451,3451,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Blakea eriocalyx
3452,3452,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Blakea formicaria
3453,3453,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Blakea incompta
3454,3454,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    A4c; B1ab(iii)

    ",1,Blakea involvens
3455,3455,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Blakea jativae
3456,3456,nan,Blakea,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Blakea languinosa
3457,3457,nan,Brachyotum,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Brachyotum ecuadorense
3458,3458,nan,Brachyotum,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Brachyotum rotundifolium
3459,3459,nan,Brachyotum,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Brachyotum trichocalyx
3460,3460,nan,Clidemia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Clidemia ablusa
3461,3461,nan,Clidemia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Clidemia campii
3462,3462,nan,Clidemia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Clidemia cutucuensis
3463,3463,nan,Meriania,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meriania acostae
3464,3464,nan,Meriania,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meriania costata
3465,3465,nan,Meriania,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meriania loxensis
3466,3466,nan,Meriania,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meriania maguirei
3467,3467,nan,Meriania,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Meriania stellata
3468,3468,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia ascendens
3469,3469,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia asplundii
3470,3470,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia collayensis
3471,3471,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia corazonica
3472,3472,nan,Miconia,Melastomataceae,Terrestrial,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia cuprea
3473,3473,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia cutucuensis
3474,3474,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia espinosae
3475,3475,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia fosbergii
3476,3476,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia fuliginosa
3477,3477,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Miconia guayaquilensis
3478,3478,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    A4c

    ",1,Miconia hirsutivena
3479,3479,nan,Miconia,Melastomataceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Miconia inanis
3480,3480,nan,Passiflora,Passifloraceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Additional subpopulations are expected to be found in the Parque Nacional Podocarpus.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Passiflora zamorana
3481,3481,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not known to occur in Ecuador's protected areas network.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia arenillasensis
3482,3482,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not known to occur in Ecuador�??s protected areas network, but may occur in the Parque Nacional Sangay.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia clivigaudens
3483,3483,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not protected by Ecuador's protected areas network.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia disjunctiflora
3484,3484,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not known to occur in Ecuador's protected areas network.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia espinosae
3485,3485,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    The principal threat is forest clearing for banana, cacao and citrus plantations.

    
  ","['\n    Today the collection site is inside the Bosque Protector del Cerro Samama, Guineales and Mumbes.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia fagerlindii
3486,3486,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    The species may be seriously threatened by deforestation around Ambato.

    
  ",['\n    Not known to occur in Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Peperomia lehmannii
3487,3487,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not confirmed to occur in Ecuador's protected areas network, but additional populations may occur in the Reserva Ecológica Cotacachi Cayapas or in the Reserva Etnica Awá.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia leucanthera
3488,3488,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not confirmed in Ecuador's protected areas network, but may occur in the Bosque Protector de Maquipucuna and the Nanegal valley.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia pachystachya
3489,3489,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Peperomia paradoxa
3490,3490,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not confirmed in Ecuador's protected areas network, but may occur in the Parque Nacional Podocarpus.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia persuculenta
3491,3491,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not confirmed in Ecuador's protected areas network, but may occur in the Reserva Ecológica Los Ilinizas.\n\n    \n  ""]",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia rubropunctulata
3492,3492,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not confirmed in any protected area, but could potentially occur in the Parque Nacional Machalilla or other dry vegetation remnants on the coast.\n\n    \n  ']",,"
    Endangered


    A4c; B1ab(iii)

    ",1,Peperomia salangonis
3493,3493,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","[""\n    Not in Ecuador's protected areas, but could occur in the Bosque Protector de Maquipucuna.\n\n    \n  ""]",,"
    Endangered


    B2ab(iii)

    ",1,Peperomia subdiscoidea
3494,3494,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not confirmed in any Ecuadorean protected area, but potentially present in the Parque Nacional Sangay.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia tuberculata
3495,3495,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not yet found in any Ecuadorean protected area.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Peperomia udimontana
3496,3496,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not confirmed in any Ecuadorean protected area.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Peperomia valladolidana
3497,3497,nan,Peperomia,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not confirmed in any protected area, but could be present in the Reserva Etnica Awá or the Reserva Ecológica Cotacachi-Cayapas.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Peperomia wibomii
3498,3498,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not confirmed in any Ecuadorean protected area.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper achupallasense
3499,3499,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not confirmed in any protected area, but additional populations could be discovered in the Parque Nacional Sangay.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper azuaiense
3500,3500,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Could potentially occur in the Antisana and Cayambe-Coca protected areas.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper baezense
3501,3501,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not known to occur in Ecuador�??s protected areas network, but should be looked for in the Parque Nacional Sangay.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper begoniiforme
3502,3502,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper brachipilum
3503,3503,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper brachystylum
3504,3504,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper campii
3505,3505,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not known to occur in Ecuador�??s protected areas network, but should be searched for in the Parque Nacional Sangay.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper chimborazoense
3506,3506,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper coeloneurum
3507,3507,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper cutucuense
3508,3508,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper densiciliatum
3509,3509,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Not known to occur inside Ecuador�??s protected areas network.\n\n    \n  '],,"
    Endangered


    B1ab(iii)

    ",1,Piper diffundum
3510,3510,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    The type locale is near the Reserva Ecológica Los Ilinizas, but the species is not yet confirmed in any protected area.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper disparipilum
3511,3511,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not confirmed in any protected area, but could potentially occur in the Parque Nacional Podocarpus.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper dodsonii
3512,3512,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ","['\n    Not known to occur inside Ecuador�??s protected areas network, but might be found in the Maquipucuna private reserve.\n\n    \n  ']",,"
    Endangered


    B1ab(iii)

    ",1,Piper eriocladum
3513,3513,nan,Piper,Piperaceae,Terrestrial,Ecuador; ,"
    Apart from habitat destruction, no specific threats are known.

    
  ",['\n    Potentially occurs in the Río Palenque private reserve and other remnants with this kind of vegetation.\n\n    \n  '],,"
    Endangered


    A4c; B1ab(iii)

    ",1,Piper fallenii
3514,3514,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B2ab(iii)

    ",1,Piper huigranum
3515,3515,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper longicaudatum
3516,3516,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper mendezense
3517,3517,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper nanegalense
3518,3518,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper perstrigosum
3519,3519,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper prietoi
3520,3520,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper productispicum
3521,3521,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper puyoense
3522,3522,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper regale
3523,3523,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper saloyanum
3524,3524,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper skutchii
3525,3525,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper valladolidense
3526,3526,nan,Piper,Piperaceae,,Ecuador; ,,,,"
    Endangered


    B1ab(iii)

    ",1,Piper zarumanum
3527,3527,nan,Pyrenacantha,Icacinaceae,Terrestrial,Cameroon; Côte d'Ivoire; Equatorial Guinea; Ghana; ,"
    Widespread and continued loss of lowland and mid-elevation forest in Côte d'Ivoire is likely to threaten any extant populations of this species here. The site at Ngombombeng in Cameroon lies along the route from Nyasoso to Ngomboaku, a somewhat populous area with resultant widespread loss of forest below 1,000 m alt., the limit of effective forest protection on the adjacent Mt Kupe.

    
  ","['\n    More data are required on the distribution of this species in Cameroon and Equatorial Guinea, including previous collecting locations. The forest around Ngombombeng and adjacent forest areas should be surveyed to try to rediscover this taxon here. Formal description of the fruits of this taxon, should be made to aid field botanists in identification of this taxon in future.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",4,Pyrenacantha cordicula
3528,3528,nan,Vitex,Verbenaceae,Terrestrial,Cameroon; ,"
    Only the two collections from Mwambong and Ngomboaku, in Bakossiland, are likely to have been unaffected by logging activities, and clearance of forest for agriculture. At all the other known locations, much clearance has occurred in the distant and recent past, and is likely to continue in the future.

    
  ","['\n    the two Bakossi sites should be revisited and seed collected, if available, to help introduce this species into cultivation. Searches around Buea could also be instigated, for the same purpose.\n\n    \n  ']",Decreasing,"
    Endangered


    A2c

    ",1,Vitex lehmbachii
3529,3529,nan,Tiliacora,Menispermaceae,Terrestrial,"Cameroon; Congo, The Democratic Republic of the; ","
    Threatened by forest clearance, especially at lower altitudes, for agriculture. Even if the trees are left standing, but the undergrowth is cleared, vines can all be cut at ground level, as in the Loum F.R. understorey.

    
  ","['\n    The location of the subpopulation on Mt Kupe should be revisited, and an assessment of the number of individuals and regeneration made.\n\n    \n  ']",Decreasing,"
    Endangered


    A2c+3c; B2ab(iii)

    ",2,Tiliacora lehmbachii
3530,3530,nan,Triclisia,Menispermaceae,Terrestrial,"Cameroon; Congo, The Democratic Republic of the; ","
    Threatened by forest clearance, especially at lower altitudes, for agriculture. Even if the trees are left standing, but the undergrowth is cleared, vines can all be cut at ground level, as in the Loum F.R. understorey.

    
  ","['\n    the subpopulation near Edib village should be revisited, and an assessment of the number of individuals and regeneration made.\n\n    \n  ']",Decreasing,"
    Endangered


    A2c+3c; B2ab(iii)

    ",2,Triclisia lanceolata
3531,3531,nan,Dorstenia,Moraceae,Terrestrial,Cameroon; Côte d'Ivoire; ,"
    Clearance of forest for expanding agriculture and wood are the main threats.

    
  ","['\n    Conservation education as to the significance of this species may help the survival of this species at Nyasoso, Nyale and at Bu.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",2,Dorstenia astyanactis
3532,3532,nan,Ardisia,Myrsinaceae,Terrestrial,Cameroon; ,,"['\n    Further inventory work at other submontane locations on Mt Kupe and Nlonako will likely reveal further sites for this taxon; it may then be downgraded to Vulnerable under the IUCN criteria. Continued protection of submontane forest above 1,000 m on Mt Kupe should ensure its future survival.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Ardisia koupensis
3533,3533,nan,Ledermanniella,Podostemaceae,Freshwater,Cameroon; ,,['\n    The Rumpi Hills site should be rediscovered and assessed. Efforts should be made to monitor all subpopulations for numbers of individuals annually. Podostemaceae are vulnerable to increased turbidity of water which reduces the ability of seedlings to establish.\n\n    \n  '],Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Ledermanniella letouzeyi
3534,3534,nan,Ledermanniella,Podostemaceae,Freshwater,Cameroon; ,"
    Potentially threatened by dam construction, tourism and recreation.

    
  ","['\n    None at the moment, but habitat protection through formal education and awareness of the riverside residents, tourists and stakeholders is needed.\n\n    \n  ']",Stable,"
    Endangered


    B2ab(iii)

    ",1,Ledermanniella onanae
3535,3535,nan,Ledermanniella,Podostemaceae,Freshwater,Cameroon; ,"
    Habitat loss through human activities (dam construction, tourism and recreation).

    
  ","['\n    None at the moment, but is in need of habitat protection through formal education and awareness of the riverside residents, tourists and stakeholders. Studies should also be carried out in order to better understand the species population, range, and habitat status.\n\n    \n  ']",Stable,"
    Endangered


    B2ab(iii)

    ",1,Ledermanniella thalloidea
3536,3536,nan,Macropodiella,Podostemaceae,Freshwater,Cameroon; ,"
    The main threats to this species are water pollution, temperatures extreme and sudden drought.

    
  ","['\n    None at the moment, but is in need of habitat protection through formal education and awareness of the riverside residents and stakeholders. Studies should also be carried out in order to better understand the species population and range, the habitat status and so on.\n\n    \n  ']",Stable,"
    Endangered


    B2ab(iii)

    ",1,Macropodiella pellucida
3537,3537,nan,Cassipourea,Rhizophoraceae,Terrestrial,"Cameroon; Congo, The Democratic Republic of the; Gabon; ","
    Low level anthropogenic disturbance at the Cameroon site may threaten this taxon here; stochastic events such as severe river flooding at the DRC sites may result in loss of local populations.

    
  ","['\n    Rediscovery of the subpopulations at all the listed locations is important, as the majority refer to old collections. Future surveys of ', <em>Cassipourea</em>, ' taxa in the Lower Guinea and Congolian forests may reveal further populations of this species; care should be taken to separate it from similar species such as ', <em>C. malosana</em>, '.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",3,Cassipourea acuminata
3538,3538,nan,Coffea,Rubiaceae,Terrestrial,Cameroon; ,"
    Threatened by logging activities in the past and by expanding agriculture.

    
  ","['\n    Large parts of the Bakossi Mts and Mt Kupe have been accorded protected status, but this is likely to only apply to areas above 1,000 m. A targeted conservation education campaign, with a conservation poster, might well help the survival of this species in those parts of its range outside of the proposed protected areas in Bakossi.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Coffea bakossii
3539,3539,nan,Mitrostigma,Rubiaceae,Terrestrial,Equatorial Guinea (Bioko); Cameroon; ,"
    Threatened by clearance for agricultural expansion, particularly plantations.

    
  ","['\n    It is proposed that the sites identified above are surveyed to assess the size of their subpopulations of this species, and that measures be taken to protect at least the most significant sites.\n\n    \n  ']",Decreasing,"
    Endangered


    A3c

    ",2,Mitrostigma barteri
3540,3540,nan,Pavetta,Rubiaceae,Terrestrial,Cameroon; ,,['\n    Populations outside of protected areas could be assisted in their survival by a poster campaign.\n\n    \n  '],Decreasing,"
    Endangered


    B2ab(iii)

    ",1,Pavetta brachycalyx
