Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Animalia,Gazella spekei,Spekeâs gazelle (Gazella spekei),Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Gazella (1),15 â 25 kg (2),Uncontrolled hunting for its meat competition with domestic livestock for grazing degradation of its habitat and drought are all serious ongoing problems for the survival of Speke\xe2\x80\x99s gazelle (1) (5). Unfortunately Somalia\xe2\x80\x99s unstable political climate over the last 20 years has meant that there has been no centralised government to implement any protective measures for this species (1). More recently an illegal wildlife trade which includes antelopes has developed yet another threat to a species whose survival is already at risk (1).,It was predicted in 1998 that in the absence of protective measures Speke\xe2\x80\x99s gazelle would decline in conservation status from Vulnerable to Endangered (5). The fact that this change in conservation status has occurred highlights the uncertain future of this species in the wild. The total population of Speke\xe2\x80\x99s gazelle declined by 50 percent in the period 1988 to 2006 and there are still no schemes in place to protect this animal or its habitat within its current range (1). There are however a number of populations being successfully bred in captivity which will at least serve to protect this unique animal from total extinction and offer a hope for the reintroduction of populations to the wild (1) (4). ,hunting;pet; , ,2,0
Kyarranus sphagnicolus,Philoria sphagnicolus,Sphagnum frog (Philoria sphagnicolus),Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Philoria (1),Philoria (1),[],[] , , ,0,0
Animalia,Plectrohyla sagorum,Spikethumb frog (Plectrohyla sagorum),Animalia,Chordata,Amphibia,Anura,Hylidae,Plectrohyla (1),,[],[] , , ,0,0
Animalia,Hydnophora bonsai,Spine coral (Hydnophora bonsai),Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora (1),,[],[] , , ,0,0
crestless lizard,Calotes liocephalus,Spineless forest lizard (Calotes liocephalus),Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes (1),Male length (excluding tail): 89 mm (2)Female length (excluding tail): 83 - 90.5 mm (2),Habitat destruction fragmentation and disturbance pose a serious threat to the spineless forest lizard with Sri Lanka\xe2\x80\x99s forests having been dramatically reduced in recent years due to clearance of montane forest mainly for cardamom cultivation but also for grazing livestock by logging companies illegal logging and removal of timber by peripheral villagers (5) (7). Indeed much of the forest understorey has been cleared for planting cardamom in the Knuckles Mountains where this lizard is found although the canopy has been retained for shade (4). The Agra-Bopath area of this species\xe2\x80\x99 range is becoming increasingly isolated by surrounding vegetable cultivations and tea plantations with the lack of clearly demarcated boundaries leading to significant encroachment into this forest (4) (5). Isolation of populations prevents both important genetic flow between subpopulations and means of escape from forest fires (4) (7). Further more there is intensive use of pesticides on vegetable cultivations and tea plantations in Sri Lanka which could be having a serious polluting affect. Although the impact these chemicals are having on non-target species is not yet known studies elsewhere indicate that they could potentially be devastating (4) with possibilities for <strong>bioaccumulation</strong> (5). Climatic change and global warming may also be having a negative impact on the species as a result of forest diebacks due to acid rain (5). Domestic animals in the Knuckles Mountains such as cats dogs and poultry also prey on reptiles (7) although the <strong>arboreal</strong> nature of the spineless forest lizard probably limits this threat.,Project Knuckles 2004 was initiated to conduct the first in-depth study of reptiles and the primary threats facing them in the Knuckles Mountain Range (7). It was discovered that the region held some of the highest reptile diversity in the country and is therefore an important site for conservation (9). The spineless forest lizard was one of three target species studied (9). The mountain range currently has little protected status or conservation management but the discovery of many endemic and endangered reptiles in the area may help campaigns to achieve greater protection in the future (4). ,fragmentation; ,protected; ,1,1
Hidden angelshark,Squatina guggenheim,Spiny angel shark (Squatina guggenheim),Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina (1),Average total length: 70 - 80 cm (2),One of the greatest threats to the spiny angel shark is from overfishing off the South American coast. As the spiny angel shark is a bottom dweller it is especially prone to being caught by gillnets and bottom trawling (1).,Brazil currently has no measures in place to control the angel shark fishery although trawling inshore waters is prohibited. Argentina has established a Maximum Permitted Catch of the spiny angel shark to limit the number of spiny angel sharks caught by fisheries (1). ,fishing;overfishing; , ,2,0
Animalia,Io fluvialis,Spiny river snail (Io fluvialis),Animalia,Mollusca,Gastropoda,Sorbeoconcha,Pleuroceridae,Io (1),Length: up to 5 cm (2),The main reason for the decline in the spiny river snail\xe2\x80\x99s population is the reduction in water quality from industrial and agricultural pollution. Dam construction has also caused further degradation of the habitat in which the spiny river snail lives. The dams effectively turn the river into a reservoir eliminating current flow and increasing water depth thus altering the habitat for the spiny river snail to such an extent that the snail is unable to tolerate the changed environment (4).,Conservation and recovery efforts for this freshwater snail include artificial culture water pollution control and most importantly habitat protection and restoration (4). ,environment;pollution; , ,2,0
cog-wheel turtle; Spiny hill turtle; spiny terrapin; sunburst turtle,Heosemys spinosa,Spiny turtle (Heosemys spinosa),Animalia,Chordata,Reptilia,Testudines,Bataguridae,Heosemys (1),1.5 â 2 kg (2),Like most Asian turtle species the spiny turtle is in grave danger of extinction due to over-collection from the wild for the Asian food market and international pet trade as well as being threatened by the destruction of its habitat (11). Wild populations are thought to be plummeting particularly in Indonesia where they are considered Critically Endangered and known trade volumes have recently declined by about 50 %. Elsewhere the species is restricted to small and isolated populations over much of its range (1). When they reach the West and enter the pet market imported Asian turtles are often parasite ridden and mortality is relatively high (4) (8). Many have also had to endure poor and incredibly stressful conditions in food markets and are dehydrated and malnourished from their long journeys from the Asian food markets to the Western pet trade (8). Unfortunately the extreme difficulty in breeding this species in captivity means that all specimens found in pet stores today are still caught from the wild and freshly imported from Asia.,Like many other species the spiny turtle would benefit from captive breeding programmes or \xe2\x80\x98turtle farms\xe2\x80\x99 to supply the food and pet market and thereby mitigate the demand to remove large numbers from the wild (4). Unfortunately this species is notoriously difficult to breed in captivity and only a handful of institutions have ever successfully bred the species including Zoo Atlanta and Knoxville Zoo in the US. and Durell Wildlife in Jersey Europe (9) (11). Nevertheless these few successes provide fresh hope that a captive breeding programme might one day be able to haul the species back from the brink of extinction (12). It is also hoped that these successful reproductive attempts will help provide more information about the biology and ecology of this beautiful yet complex species information that can prove invaluable for conservation action in the wild (11) (12). ,pet; ,captive breeding; ,1,1
Boulengerâs Paa frog,Paa boulengeri,Spiny-bellied frog (Paa boulengeri),Animalia,Chordata,Amphibia,Anura,Ranidae,Paa (1),Paa (1),[],[] , , ,0,0
Animalia,Partulina splendida,Splendid partulina (Partulina splendida),Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinellidae,Partulina (1),,[],[] , , ,0,0
Animalia,Oophaga speciosa,Splendid poison frog (Oophaga speciosa),Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga (1),,[],[] , , ,0,0
Raia-chita; Raia-jereba; Raya A Lunares; Raya Chita; Raya Pintada,Atlantoraja castelnaui,Spotback skate (Atlantoraja castelnaui),Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Atlantoraja (1),Atlantoraja (1),[],[] , , ,0,0
Fischerâs ground-thrush,Zoothera guttata,Spotted ground-thrush (Zoothera guttata),Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera (1),45 - 78 g (2),The destruction of spotted ground-thrush habitat has meant that the small and severely fragmented populations are in decline (4).  Bush fires deforestation and the spread of exotic species have continued to decrease the amount of suitable habitat (6).  In South Africa the wintering habitat has been destroyed by mining and in the coastal forests of Tanzania which are used as \xe2\x80\x98stepping stones\xe2\x80\x99 in migration charcoal production has degraded habitat (6).  Despite habitat loss being the primary threat to the spotted ground-thrush its recovery is also limited by its own poor breeding success (6).,The spotted ground-thrush is protected by its listing on Appendix II of the Convention on Migratory Species (CMS) (3).  An International Action Plan for the spotted ground-thrush was produced by BirdLife International with a five year plan set out.  It is hoped the plan due to end in 2010 will improve knowledge on the species\xe2\x80\x99 habitat requirements breeding success and migration routes so that the population can be stabilised (4) (6). ,loss; ,protected; ,1,1
Coastal reed frog; golden sedge frog,Hyperolius puncticulatus,Spotted reed frog (Hyperolius puncticulatus),Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius (1),Hyperolius (1),[],[] , , ,0,0
Eleutherodactylus maculosus,Pristimantis maculosus,Spotted robber frog (Pristimantis maculosus),Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis (1),Pristimantis (1),[],[] , , ,0,0
Animalia,Clemmys guttata,Spotted turtle (Clemmys guttata),Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys (1),Maximum length: 13.6 cm (2) (3),Spotted turtle numbers are declining due to unsustainable collection for the pet trade habitat destruction and fragmentation road mortality agriculture and pollution (2) (12). The drainage of wetlands deepening of marsh habitats in favour of waterfowl populations and the conversion of wetlands into agricultural and residential land has resulted in the loss fragmentation and modification of the spotted turtle\xe2\x80\x99s habitat. This has left remaining spotted turtles living in very small isolated subpopulations which are more vulnerable to the effects of <strong>inbreeding</strong> over-collection for the pet trade and predation (7) (11). In addition road related mortality is thought to be a significant factor for nests and hatchlings as well as female adults as they travel over land to nest (4) (6). In Ontario pollution of aquatic habitats by substances such as DDT and PCB\xe2\x80\x99s is also thought to be a problem for some spotted turtle populations (6). Predators such as raccoons dogs snapping turtles skunks foxes and other small mammals are responsible for the low recruitment of juveniles preying most heavily on eggs and hatchlings but occasionally also on adults (4) (6). Unfortunately the spotted turtle\xe2\x80\x99s life history traits namely high egg (and probably hatchling) mortality low reproductive potential in the wild delayed sexual maturity (7 to 14 years) balanced by a long potential adult breeding life deem it highly vulnerable to population collapses when faced with these threats (2) (10). If adult survivorship is reduced through factors such as human exploitation road mortality or increased predator levels populations are inevitably unable to produce and successfully raise enough offspring to recover depleted numbers leading eventually to local extinctions (2) (11).,Spotted turtles are legally protected to some degree from exploitation in most states and provinces in which they are found but protection is not yet consistent or universal over the turtle's range (2) (5). In Canada the spotted turtle is listed as Endangered by the Committee on the Status of Endangered Wildlife in Canada (COSEWIC) (2004) and is listed as a Specially Protected Reptile (Schedule 9) in the Fish and Wildlife Conservation Act (1997). In the U.S. the spotted turtle is not currently listed in the US Federal Endangered Species Act; however it is listed in 22 of the states in which it occurs (2). Furthermore there is insufficient protection of its wetland habitat a matter which needs addressing if the species is to be given a good chance of long-term survival (4). ,loss;fragmentation;pet;pollution; ,protected;endangered species act; ,4,2
Eleutherodactylus crenunguis,Pristimantis crenunguis,Spring robber frog (Pristimantis crenunguis),Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis (1),Pristimantis (1),[],[] , , ,0,0
Guntherâs whipping frog,Polypedates eques,Spurred tree frog (Polypedates eques),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates (1),Polypedates (1),[],[] , , ,0,0
Animalia,Squalius torgalensis,Squalius (Squalius torgalensis),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Squalius (1),,[],[] , , ,0,0
Leuciscus microlepis,Squalius microlepis,Squalius (Squalius microlepis),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Squalius (1),Squalius (1),[],[] , , ,0,0
Hainan wart frog,Fejervarya greenii,Sri Lanka paddy field frog (Fejervarya greenii),Animalia,Chordata,Amphibia,Anura,Ranidae,Fejervarya (1),Fejervarya (1),[],[] , , ,0,0
Philautus tanu,Pseudophilautus tanu,Sri Lanka petite shrub-frog (Pseudophilautus tanu),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus (1),Pseudophilautus (1),[],[] , , ,0,0
Philautus singu,Pseudophilautus singu,Sri Lanka short-horned shrub-frog (Pseudophilautus singu),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus (1),Pseudophilautus (1),[],[] , , ,0,0
Ceylon whistling thrush,Myophonus blighi,Sri Lanka whistling thrush (Myophonus blighi),Animalia,Chordata,Aves,Passeriformes,Turdidae,Myophonus (1),Size: 19 â 21.5 cm (2),The main threat to the Sri Lanka whistling thrush is the clearance of its upland forest habitat which has left this rare species with a very small severely fragmented population and range that are undergoing continuing declines. Montane forests have been extensively cleared for conversion to timber plantations and agriculture firewood collection particularly around Nuwara Eliya Maskeliya and Bogowantaalaw and gem mining. Even some \xe2\x80\x98protected forests\xe2\x80\x99 are unable to escape these threats and continue to be degraded and fragmented. In particular the replacement of natural mixed forests containing fruiting trees with single-species plantations has badly affected this bird by reducing its available food supply. In addition streams within this species\xe2\x80\x99 range are becoming polluted with run-off chemicals such as insecticides and pesticides from nearby vegetable farms almost certainly harming stream-dependent birds such as the Sri Lanka Whistling-thrush. It has also been speculated that mountain forest die-back may be the result of acid clouds rain and mist caused by air-pollution (3) (4).,The Sri Lanka whistling thrush is legally protected in Sri Lanka and occurs in several national parks and forest reserves most notably Peak Wilderness Sanctuary and Hakgala Strict Nature Reserve (3) (4). A moratorium was also passed in 1990 to protect wet zone forests from logging (3). ,pollution; ,protected; ,1,1
Plantae,Commidendrum robustum,St Helena gumwood (Commidendrum robustum),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Commidendrum (1),Height: 5 â 8 m (2),St Helena was settled in 1659 and since then the St Helena gumwood has been exploited for use as timber and firewood. Forests were cleared for use as pastureland and introduced goats grazed heavily on seedlings. Populations were reduced to extremely low numbers by the 1980s at which point a conservation management plan was started. In 1991 the largest population at Peak Dale was attacked by the jacaranda bug <i>Orthezia insignis</i>. This sucking insect took sap from the trees and encouraged a black mould that rapidly killed infected trees (2).,Protected by the Endangered Endemic and Indigenous Species Protection Ordinance 7 of 1996 the St Helena gumwood has been the focus of a conservation programme started in the 1980s. An extremely successful biological control programme to combat the jacaranda bug involved the introduction of the ladybird <i>Hyperaspis pantherina</i> from Kenya (2). Following dangerous reductions in populations of the St Helena gumwood the Millennium Gumwood Forest Project was started and resulted in the planting of 4300 trees in a previously degraded wasteland in 2000 (2). Other replanting projects are underway as well as weed clearances (3). Although it is not thought that any pure trees of the <strong>subspecies</strong> <i>Commidendrum robustum gummiferum</i> exist the <strong>hybrid</strong> population at Peak Dale shows some characteristics of this <strong>subspecies</strong> (4). , ,protected; ,0,1
Dogwood,Nesohedyotis arborea,St. Helena dogwood (Nesohedyotis arborea),Plantae,Tracheophyta,Magnoliopsida,Rubiales,Rubiaceae,Nesohedyotis (1),Nesohedyotis (1),[],[] , , ,0,0
Animalia,Acropora rudis,Staghorn coral (Acropora rudis),Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora (1),,[],[] , , ,0,0
Animalia,Acropora suharsonoi,Staghorn coral (Acropora suharsonoi),Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora (1),,[],[] , , ,0,0
Animalia,Acropora roseni,Staghorn coral (Acropora roseni),Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora (1),,[],[] , , ,0,0
CÃ³bana Polisandro,Stahlia monosperma,Stahlia (Stahlia monosperma),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Stahlia (1),Stahlia (1),[],[] , , ,0,0
Cipres; HuitÃ³; Huitum,Juniperus standleyi,Standley's juniper (Juniperus standleyi),Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Juniperus (1),Juniperus (1),[],[] , , ,0,0
Statice Ã Rameaux Raides,Limonium strictissimum,Statice Ã  rameaux raides (Limonium strictissimum),Plantae,Tracheophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Limonium (1),Limonium (1),[],[] , , ,0,0
Philautus steineri,Pseudophilautus steineri,Steiner's shrub frog (Pseudophilautus steineri),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus (1),Pseudophilautus (1),[],[] , , ,0,0
Cardo de Plata,Stemmacantha cynaroides,Stemmacantha (Stemmacantha cynaroides),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Stemmacantha (1),Stemmacantha (1),[],[] , , ,0,0
Plantae,Stemonoporus reticulatus,Stemonoporus (Stemonoporus reticulatus),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Stemonoporus (1),,[],[] , , ,0,0
Plantae,Stemonoporus rigidus,Stemonoporus (Stemonoporus rigidus),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Stemonoporus (1),,[],[] , , ,0,0
Plantae,Stemonoporus oblongifolius,Stemonoporus (Stemonoporus oblongifolius),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Stemonoporus (1),,[],[] , , ,0,0
Plantae,Stemonoporus gardneri,Stemonoporus (Stemonoporus gardneri),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Stemonoporus (1),,[],[] , , ,0,0
Plantae,Stenanona panamensis,Stenanona (Stenanona panamensis),Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Stenanona (1),,[],[] , , ,0,0
Plantae,Stenopadus andicola,Stenopadus (Stenopadus andicola),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Stenopadus (1),,[],[] , , ,0,0
Animalia,Dipodomys stephensi,Stephens' kangaroo rat (Dipodomys stephensi),Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys (1),c. 67 g (2),Much of the habitat of Stephens\xe2\x80\x99 kangaroo rat has been lost due to urbanisation and agriculture and remaining areas of suitable habitat are severely fragmented (1) (2) (3) (5) (7). Within the fragments its populations are threatened by loss of <strong>genetic diversity</strong> and unequal sex ratios which leave populations vulnerable to local extinctions. Urbanisation has also resulted in unnaturally high levels of predation from <strong>feral</strong> and domestic cats putting further strain on population numbers (1) (3).,Complete protection of Stephens\xe2\x80\x99 kangaroo rat and its habitat must be granted by the California Fish and Game Commission to ensure its future survival (2). Some land has been purchased by Riverside County in California to create reserves (1) and dispersal corridors have been established to link separate habitat areas (3) (6). Large habitats at higher altitudes should be protected to provide refuge during times of drought and to support larger more <strong>genetically diverse</strong> populations (1). ,loss; ,protected; ,1,1
Plantae,Stevia anisostemma,Stevia (Stevia anisostemma),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Stevia (1),,[],[] , , ,0,0
Animalia,Porites eridani,Stony coral (Porites eridani),Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites (1),,[],[] , , ,0,0
Animalia,Porites desilveri,Stony coral (Porites desilveri),Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites (1),,[],[] , , ,0,0
Animalia,Porites ornata,Stony coral (Porites ornata),Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites (1),,[],[] , , ,0,0
Animalia,Ciconia stormi,Stormâs stork (Ciconia stormi),Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia (1),Size: 75 - 91Â cm (2),Storm\xe2\x80\x99s stork has a very small fragmented population that is rapidly declining due to destruction of its lowland forest habitat through logging dam construction and conversion to oil-palm plantations. The major fires of 1997-1998 on Sumatra and Borneo are thought to have had a significant impact on this bird and the development of lowland rivers as major transport routes is considered a considerable threat. Fortunately incidental hunting and trade are minor threats to this species (2).,Storm\xe2\x80\x99s stork is legally protected in Thailand Malaysia and Indonesia and has been recorded in several protected areas including at least five (and one proposed) in Kalimantan at least four (and a further four proposed) on Sumatra and four in Malaysia (2). ,hunting; ,protected; ,1,1
Animalia,Phoxinus strandjae,Strandzha minnow (Phoxinus strandjae),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus (1),,[],[] , , ,0,0
Philautus stuarti,Pseudophilautus stuarti,Stuart's shrub frog (Pseudophilautus stuarti),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus (1),Pseudophilautus (1),[],[] , , ,0,0
Plantae,Stylochaeton bogneri,Stylochaeton (Stylochaeton bogneri),Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Stylochaeton (1),,[],[] , , ,0,0
Animalia,Stylodonta studeriana,Stylodonta (Stylodonta studeriana),Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Stylodonta (1),,[],[] , , ,0,0
Animalia,Stylophora madagascarensis,Stylophora coral (Stylophora madagascarensis),Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora (1),,[],[] , , ,0,0
Bozy,Adansonia suarezensis,Suarez baobab (Adansonia suarezensis),Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Adansonia (1),Height: up to 25 m (2),While there are no extant wild animals that appear particularly partial to the nutritious pulp of the Suarez baobab fruit humans have for a long time harvested the fruit as a source of food (5). Excessive harvesting of fruit is just one explanation along with increased predation by burgeoning wild pig and rat populations and the absence of seed dispersal agents for the lack of regeneration at all but one locality (2) (5). Unfortunately all the localities where the Suarez baobab is found are being rapidly degraded by deforestation for timber firewood and charcoal including the only remaining regenerating population which is under increasing threat from a growing mining town (5).,Despite being one of the most endangered of Madagascan baobabs the Suarez baobab is the only species that is not protected within a reserve (5). In recent years the Madagascan government has pledged to triple the size of protected areas within the country including increasing the amount of forest under protection by five million hectares (6). It is hoped that this initiative will see the endangered Suarez baobab finally come under the formal protection it so desperately needs (7). , ,protected; ,0,1
Animalia,Ranitomeya summersi,Summersâ poison frog (Ranitomeya summersi),Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ranitomeya (1),,[],[] , , ,0,0
Sun conure; Yellow conure,Aratinga solstitialis,Sun parakeet (Aratinga solstitialis),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga (1),120 â 130 g (2),Abundant throughout its range until the 1970s the intensive trapping of wild birds for the pet trade caused a rapid reduction in population size. Consequently the sun parakeet is now rare or absent in much of its former range with an estimated 1000 to 2500 wild birds remaining (5).\xa0Guyana removed an annual quota of 600 birds from the wild in the 1980s while around 2200 birds were exported to the United States alone between 1981 and 1985 (2) (5).\xa0The trade in parrots is notoriously popular in Brazilian markets and although the number of traded wild sun parakeets is unknown it is likely to be very high (7).\xa0Birds are easily captured using seed bait and whole flocks can be extirpated from an area very easily.\xa0The sun parakeet is also threatened by habitat conversion for agriculture and live stock overgrazing but the severity of these threats have not yet been evaluated (5).,The sun parakeet is currently listed on Appendix II of CITES meaning international trade must be regulated and requires export permits (3).\xa0However it has been proposed that the species is upgraded to Appendix I due to the severe detrimental impact of trade on wild populations (5).\xa0This would result in the prohibition of international trade in the species excluding exceptional circumstances such as scientific research (3).\xa0Further proposed conservation measures include working with the indigenous inhabitants of the Terra Indigena Raposa Serra do Sol and the Amerindian community in Karasabai village to prevent the trapping of wild birds and to protect sun parakeet habitat.\xa0Further surveys are also required to identify the full extent of the species\xe2\x80\x99 range and to evaluate the impact of habitat loss and conversion (5). ,pet; ,cites; ,1,1
Plantae,Heritiera fomes,Sundri (Heritiera fomes),Plantae,Tracheophyta,Magnoliopsida,Malvales,Sterculiaceae,Heritiera (1),,[],[] , , ,0,0
Palma De Zunkha,Parajubaea sunkha,Sunkha palm (Parajubaea sunkha),Plantae,Tracheophyta,Liliopsida,Arecales,Palmae,Parajubaea (1),Parajubaea (1),[],[] , , ,0,0
Hydromantes supramontis,Speleomantes supramontis,Supramonte cave salamander (Speleomantes supramontis),Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes (1),Speleomantes (1),[],[] , , ,0,0
Animalia,Leptopelis susanae,Susanaâs forest tree frog (Leptopelis susanae),Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Leptopelis (1),,[],[] , , ,0,0
Plantae,Swartzia aureosericea,Swartzia (Swartzia aureosericea),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Swartzia (1),,[],[] , , ,0,0
Plantae,Swartzia robiniifolia,Swartzia (Swartzia robiniifolia),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Swartzia (1),,[],[] , , ,0,0
Plantae,Swartzia nuda,Swartzia (Swartzia nuda),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Swartzia (1),,[],[] , , ,0,0
Plantae,Swartzia littlei,Swartzia (Swartzia littlei),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Swartzia (1),,[],[] , , ,0,0
Animalia,Cambarus speleocoopi,Sweet home Alabama crayfish (Cambarus speleocoopi),Animalia,Arthropoda,Crustacea,Decaopda,Cambaridae,Cambarus (1),,[],[] , , ,0,0
Francolin de Swierstra,Francolinus swierstrai,Swierstra's francolin (Francolinus swierstrai),Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus (1),Francolinus (1),[],[] , , ,0,0
Periquito Migrador,Lathamus discolor,Swift parrot (Lathamus discolor),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lathamus (1),Size: 25 cm (2),In Tasmania the swift parrot\xe2\x80\x99s breeding pattern is determined by the flowering of various eucalypt trees (6). However the clearing of these trees for agriculture residential development plantation timber sawlog production and clear-felling for woodchips has reduced this parrot\xe2\x80\x99s breeding habitat by 44% (2) (5). Of the remaining forested habitat only 5% contains potentially suitable foraging habitat for this species (5). In addition swift parrots suffer high mortality through collision with windows vehicles and fences. The total swift parrot population is estimated to be no more than 1000 pairs. At best it is stable but given the current mortality rates and habitat destruction it is more likely to be declining (5).,As this species is such as specialist in both its winter habitat and foraging requirements the survival of the swift parrot will depend on the protection of remaining areas of eucalypt species and the protection of all breeding and foraging sites in Tasmania (6). The Swift Parrot Recovery Plan 2001 - 2005 is addressing these priorities and is planning to reduce this species\xe2\x80\x99 conservation status from endangered to vulnerable within the next 10 years (5). , , ,0,0
Animalia,Cynops ensicauda,Sword-tailed newt (Cynops ensicauda),Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops (1),,[],[] , , ,0,0
Plantae,Symplocos junghuhnii,Symplocos (Symplocos junghuhnii),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Symplocaceae,Symplocos (1),,[],[] , , ,0,0
Plantae,Symplocos badia,Symplocos (Symplocos badia),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Symplocaceae,Symplocos (1),,[],[] , , ,0,0
Plantae,Symplocos oligandra,Symplocos (Symplocos oligandra),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Symplocaceae,Symplocos (1),,[],[] , , ,0,0
Plantae,Symplocos anamallayana,Symplocos (Symplocos anamallayana),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Symplocaceae,Symplocos (1),,[],[] , , ,0,0
Plantae,Symplocos nivea,Symplocos (Symplocos nivea),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Symplocaceae,Symplocos (1),,[],[] , , ,0,0
Pachystela subverticillata,Synsepalum subverticillatum,Synsepalum (Synsepalum subverticillatum),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Sapotaceae,Synsepalum (1),Synsepalum (1),[],[] , , ,0,0
Calopteryx splendens pseudosyriaca; Calopteryx splendens syriaca,Calopteryx syriaca,Syrian demoiselle (Calopteryx syriaca),Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Calopteryx (1),Calopteryx (1),Almost one-fifth of all dragonfly species occurring in the Mediterranean region are threatened with extinction while many more are considered to be Near Threatened (5). One such threatened species the Syrian demoiselle is endangered by habitat loss. The first signs of declines in its populations were observed in 1980 and its populations are suspected to have declined by at least 50 percent in the last decade alone (1).\xa0,Threatened damselflies and dragonflies in the Mediterranean region such as the Syrian demoiselle require urgent action to improve their conservation status. While some species are already receiving conservation attention thanks to international laws many others are not (5).\xa0 ,loss;pollution; ,protected; ,2,1
Plantae,Syzygium myhendrae,Syzygium (Syzygium myhendrae),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium (1),,[],[] , , ,0,0
Plantae,Syzygium stocksii,Syzygium (Syzygium stocksii),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium (1),,[],[] , , ,0,0
Plantae,Tabernaemontana ovalifolia,Tabernaemontana (Tabernaemontana ovalifolia),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana (1),,[],[] , , ,0,0
